Time_index,Demand-z1,Demand-z2
94,16513.79356,8256.9
95,15451.82573,7725.9
96,14043.9432,7022.0
97,12794.96826,6397.5
98,11975.23761,5987.6
99,11564.40334,5782.2
100,11405.49575,5702.7
101,11424.87472,5712.4
102,11804.70263,5902.4
103,12924.80739,6462.4
104,15013.8609,7506.9
105,16051.60501,8025.8
106,16170.78571,8085.4
107,16141.71724,8070.9
108,16104.89719,8052.4
109,15946.95855,7973.5
110,15666.93236,7833.5
111,15457.63943,7728.8
112,15232.84332,7616.4
113,15148.54477,7574.3
114,15600.07489,7800.0
115,16849.04983,8424.5
116,17019.58481,8509.8
117,16604.87475,8302.4
118,16032.22604,8016.1
119,15191.17852,7595.6
120,14056.53953,7028.3
121,12558.54476,6279.3
122,11838.61584,5919.3
123,11407.43365,5703.7
124,11176.82384,5588.4
125,11123.53166,5561.8
126,11215.58179,5607.8
127,11545.02437,5772.5
128,11969.42392,5984.7
129,12544.01053,6272.0
130,13371.49276,6685.7
131,13909.25932,6954.6
132,14159.2481,7079.6
133,14245.48454,7122.7
134,14167.96864,7084.0
135,13902.47668,6951.2
136,13630.20208,6815.1
137,13605.00941,6802.5
138,14060.41533,7030.2
139,15246.4086,7623.2
140,16313.22117,8156.6
141,16011.87811,8005.9
142,15426.63307,7713.3
143,14486.75278,7243.4
144,13372.46171,6686.2
145,12054.69141,6027.3
146,11418.09208,5709.0
147,11103.18374,5551.6
148,11003.38202,5501.7
149,11082.83581,5541.4
150,11512.08011,5756.0
151,12714.54551,6357.3
152,14549.73445,7274.9
153,15582.63381,7791.3
154,15797.74044,7898.9
155,15843.28103,7921.6
156,15883.00793,7941.5
157,15771.57882,7885.8
158,15560.34799,7780.2
159,15370.43404,7685.2
160,15108.81788,7554.4
161,15039.05357,7519.5
162,15381.09247,7690.5
163,16417.86764,8208.9
164,17588.35773,8794.2
165,17364.53057,8682.3
166,16748.27916,8374.1
167,15688.24923,7844.1
168,14295.86987,7147.9
169,12765.8998,6382.9
170,11997.52344,5998.8
171,11589.59601,5794.8
172,11384.17888,5692.1
173,11379.33413,5689.7
174,11698.11827,5849.1
175,12822.09882,6411.0
176,14509.0386,7254.5
177,15395.62671,7697.8
178,15407.25409,7703.6
179,15313.26606,7656.6
180,15227.99857,7614.0
181,15041.96041,7521.0
182,14815.2264,7407.6
183,14688.29412,7344.1
184,14417.95742,7209.0
185,14282.30459,7141.2
186,14490.62857,7245.3
187,15305.51447,7652.8
188,16375.23389,8187.6
189,16124.27617,8062.1
190,15484.76999,7742.4
191,14425.70901,7212.9
192,13008.13698,6504.1
193,11793.07525,5896.5
194,10923.92822,5462.0
195,10434.6091,5217.3
196,10230.16091,5115.1
197,10172.02399,5086.0
198,10420.07487,5210.0
199,11420.02998,5710.0
200,13338.54851,6669.3
201,14545.85865,7272.9
202,14929.56236,7464.8
203,15129.1658,7564.6
204,15301.63868,7650.8
205,15323.9245,7662.0
206,15213.46434,7606.7
207,15143.70003,7571.9
208,14951.84818,7475.9
209,14807.47481,7403.7
210,14779.3753,7389.7
211,14821.0401,7410.5
212,14966.38241,7483.2
213,15334.58293,7667.3
214,14915.99707,7458.0
215,14136.96228,7068.5
216,13037.20545,6518.6
217,11208.79915,5604.4
218,10411.35433,5205.7
219,9998.582162,4999.3
220,9805.761361,4902.9
221,9807.699258,4903.8
222,10150.70712,5075.4
223,11256.27764,5628.1
224,13129.25558,6564.6
225,14220.29187,7110.1
226,14447.99483,7224.0
227,14554.57919,7277.3
228,14627.25035,7313.6
229,14578.80291,7289.4
230,14420.86426,7210.4
231,14325.90728,7163.0
232,14072.04271,7036.0
233,13871.47032,6935.7
234,13838.52606,6919.3
235,13924.7625,6962.4
236,14006.1542,7003.1
237,14690.23202,7345.1
238,14845.26382,7422.6
239,14063.32217,7031.7
240,12774.62033,6387.3
241,10579.95141,5290.0
242,9895.873595,4947.9
243,9551.896788,4775.9
244,9426.902399,4713.5
245,9437.560835,4718.8
246,9777.661847,4888.8
247,10877.41868,5438.7
248,12671.91177,6336.0
249,13897.63194,6948.8
250,14320.09359,7160.0
251,14519.69703,7259.8
252,14667.94619,7334.0
253,14666.97725,7333.5
254,14566.20657,7283.1
255,14454.77747,7227.4
256,14230.95031,7115.5
257,14064.29112,7032.1
258,14068.16692,7034.1
259,14243.54664,7121.8
260,14367.57208,7183.8
261,14964.44451,7482.2
262,14982.85454,7491.4
263,13965.45835,6982.7
264,12513.00417,6256.5
265,10860.94655,5430.5
266,10038.30906,5019.2
267,9567.399968,4783.7
268,9322.255934,4661.1
269,9281.560087,4640.8
270,9547.052044,4773.5
271,10402.63379,5201.3
272,11724.27989,5862.1
273,12955.81375,6477.9
274,13534.27616,6767.1
275,13898.60089,6949.3
276,14165.06179,7082.5
277,14288.11828,7144.1
278,14256.14297,7128.1
279,14263.89456,7131.9
280,14155.3723,7077.7
281,14027.47107,7013.7
282,14002.2784,7001.1
283,13949.95517,6975.0
284,13786.20283,6893.1
285,14061.38428,7030.7
286,14379.19947,7189.6
287,13511.02138,6755.5
288,12185.49949,6092.7
289,11022.76099,5511.4
290,10156.52081,5078.3
291,9678.829074,4839.4
292,9426.902399,4713.5
293,9358.107038,4679.1
294,9639.102176,4819.6
295,10497.59077,5248.8
296,12181.6237,6090.8
297,13617.60575,6808.8
298,14256.14297,7128.1
299,14700.89045,7350.4
300,15093.3147,7546.7
301,15325.8624,7662.9
302,15383.99932,7692.0
303,15399.5025,7699.8
304,15265.78757,7632.9
305,15116.56947,7558.3
306,15100.09734,7550.0
307,15145.63793,7572.8
308,15032.27092,7516.1
309,15037.11567,7518.6
310,15144.66898,7572.3
311,14175.72023,7087.9
312,12704.85602,6352.4
313,11005.31991,5502.7
314,10127.45235,5063.7
315,9658.481151,4829.2
316,9399.771834,4699.9
317,9340.66596,4670.3
318,9596.468431,4798.2
319,10365.81374,5182.9
320,12048.87772,6024.4
321,13554.62408,6777.3
322,14266.80141,7133.4
323,14756.12053,7378.1
324,15165.0169,7582.5
325,15385.93722,7693.0
326,15477.0184,7738.5
327,15557.44115,7778.7
328,15464.42207,7732.2
329,15334.58293,7667.3
330,15364.62035,7682.3
331,15406.28514,7703.1
332,15306.48342,7653.2
333,15246.4086,7623.2
334,15302.60763,7651.3
335,14366.60313,7183.3
336,12838.57095,6419.3
337,11961.67233,5980.8
338,10934.58666,5467.3
339,10290.23574,5145.1
340,9907.50098,4953.8
341,9674.953279,4837.5
342,9586.778943,4793.4
343,9483.101427,4741.6
344,9919.128365,4959.6
345,10914.23873,5457.1
346,12140.92785,6070.5
347,13187.3925,6593.7
348,13889.88035,6944.9
349,14362.72734,7181.4
350,14640.81563,7320.4
351,14718.33153,7359.2
352,14754.18263,7377.1
353,14857.86015,7428.9
354,15052.61885,7526.3
355,15187.30272,7593.7
356,15083.62521,7541.8
357,14876.27018,7438.1
358,15003.20246,7501.6
359,14647.59827,7323.8
360,13265.87735,6632.9
361,11857.02587,5928.5
362,10890.01501,5445.0
363,10307.67681,5153.8
364,9999.551111,4999.8
365,9889.090953,4944.5
366,10118.73181,5059.4
367,10753.39324,5376.7
368,12319.21442,6159.6
369,13891.81824,6945.9
370,14794.87848,7397.4
371,15360.74455,7680.4
372,15829.71575,7914.9
373,16152.37568,8076.2
374,16309.34538,8154.7
375,16511.85567,8255.9
376,16541.89308,8270.9
377,16469.22192,8234.6
378,16470.19087,8235.1
379,16424.65028,8212.3
380,16164.97201,8082.5
381,15971.18226,7985.6
382,16193.07153,8096.5
383,15862.66,7931.3
384,14445.08798,7222.5
385,13234.87099,6617.4
386,12174.84106,6087.4
387,11418.09208,5709.0
388,10932.64876,5466.3
389,10644.87098,5322.4
390,10519.87659,5259.9
391,10366.78269,5183.4
392,10827.03334,5413.5
393,11867.6843,5933.8
394,13137.97612,6569.0
395,14261.95667,7131.0
396,15071.99782,7536.0
397,15620.42282,7810.2
398,15985.7165,7992.9
399,16215.35735,8107.7
400,16470.19087,8235.1
401,16733.74493,8366.9
402,16974.04422,8487.0
403,16976.95107,8488.5
404,16803.50924,8401.8
405,16514.76251,8257.4
406,16628.12952,8314.1
407,16389.76812,8194.9
408,15113.66262,7556.8
409,15132.07265,7566.0
410,13803.64391,6901.8
411,12945.15531,6472.6
412,12387.04083,6193.5
413,12093.44936,6046.7
414,12150.61734,6075.3
415,12642.8433,6321.4
416,14147.62071,7073.8
417,15935.33116,7967.7
418,17320.92787,8660.5
419,18484.63532,9242.3
420,19620.24326,9810.1
421,20492.29714,10246.1
422,20971.92677,10486.0
423,21484.50066,10742.3
424,21839.1359,10919.6
425,22061.02516,11030.5
426,22217.02591,11108.5
427,22027.11196,11013.6
428,21406.98476,10703.5
429,20441.9118,10221.0
430,19992.31958,9996.2
431,19281.1112,9640.6
432,17488.55601,8744.3
433,17780.20958,8890.1
434,16229.89158,8114.9
435,15218.30908,7609.2
436,14510.00755,7255.0
437,14030.37792,7015.2
438,13844.33976,6922.2
439,13913.13512,6956.6
440,14358.85154,7179.4
441,15659.18077,7829.6
442,17323.83472,8661.9
443,18945.85493,9472.9
444,20326.6069,10163.3
445,21363.38206,10681.7
446,22009.67088,11004.8
447,22359.46138,11179.7
448,22568.75431,11284.4
449,22590.07118,11295.0
450,22409.84671,11204.9
451,21988.35401,10994.2
452,21245.17032,10622.6
453,20511.67611,10255.8
454,20397.34016,10198.7
455,19642.52908,9821.3
456,18259.83921,9129.9
457,16531.23464,8265.6
458,15294.85604,7647.4
459,14512.91439,7256.5
460,14067.19797,7033.6
461,13846.27765,6923.1
462,14017.78158,7008.9
463,14727.05207,7363.5
464,16006.06442,8003.0
465,17763.73745,8881.9
466,19156.11681,9578.1
467,20154.13402,10077.1
468,20737.44117,10368.7
469,21185.09549,10592.5
470,21453.4943,10726.7
471,21717.04836,10858.5
472,21816.85008,10908.4
473,21857.54593,10928.8
474,21770.34054,10885.2
475,21392.45053,10696.2
476,20572.71988,10286.4
477,19704.5418,9852.3
478,19471.02515,9735.5
479,18383.86465,9191.9
480,16492.47669,8246.2
481,15332.64504,7666.3
482,14007.12315,7003.6
483,13146.69665,6573.3
484,12597.30271,6298.7
485,12314.36968,6157.2
486,12398.66822,6199.3
487,13082.74604,6541.4
488,14273.58405,7136.8
489,15914.98324,7957.5
490,17211.43667,8605.7
491,18331.54142,9165.8
492,19229.75691,9614.9
493,19851.82201,9925.9
494,20210.33305,10105.2
495,20466.13552,10233.1
496,20529.11719,10264.6
497,20460.32183,10230.2
498,20425.43967,10212.7
499,20207.4262,10103.7
500,19705.51075,9852.8
501,19381.88187,9690.9
502,19527.22418,9763.6
503,18498.20061,9249.1
504,16833.54665,8416.8
505,14614.65401,7307.3
506,13347.26905,6673.6
507,12574.04794,6287.0
508,12046.93982,6023.5
509,11739.78307,5869.9
510,11693.27353,5846.6
511,11938.41756,5969.2
512,12375.41345,6187.7
513,13351.14484,6675.6
514,14660.1946,7330.1
515,15829.71575,7914.9
516,16720.17965,8360.1
517,17267.63569,8633.8
518,17629.05358,8814.5
519,17828.65702,8914.3
520,17925.55189,8962.8
521,17911.01766,8955.5
522,17829.62597,8914.8
523,17569.9477,8785.0
524,17025.39851,8512.7
525,16781.22342,8390.6
526,16742.46547,8371.2
527,15904.3248,7952.2
528,14685.38727,7342.7
529,12333.74865,6166.9
530,11334.76249,5667.4
531,10853.19496,5426.6
532,10621.61621,5310.8
533,10582.85826,5291.4
534,10855.13286,5427.6
535,11901.59751,5950.8
536,13783.29598,6891.6
537,15149.51372,7574.8
538,15913.04534,7956.5
539,16531.23464,8265.6
540,17031.2122,8515.6
541,17295.73521,8647.9
542,17394.56798,8697.3
543,17529.25186,8764.6
544,17499.21444,8749.6
545,17545.72398,8772.9
546,17706.56948,8853.3
547,17903.26607,8951.6
548,17976.90618,8988.5
549,18310.22455,9155.1
550,18040.8568,9020.4
551,16940.13102,8470.1
552,15443.10519,7721.6
553,10921.02137,5460.5
554,10099.35283,5049.7
555,9659.450099,4829.7
556,9424.964502,4712.5
557,9384.268654,4692.1
558,9647.822714,4823.9
559,10658.43626,5329.2
560,12534.32104,6267.2
561,13617.60575,6808.8
562,14014.87474,7007.4
563,14313.31095,7156.7
564,14635.00194,7317.5
565,14776.46845,7388.2
566,14800.69217,7400.3
567,14893.71125,7446.9
568,14853.98435,7427.0
569,14804.56797,7402.3
570,14876.27018,7438.1
571,14942.15869,7471.1
572,15220.24698,7610.1
573,15712.47295,7856.2
574,15038.08462,7519.0
575,13905.38353,6952.7
576,12437.42617,6218.7
577,10781.49275,5390.7
578,10024.74378,5012.4
579,9645.884817,4822.9
580,9463.722452,4731.9
581,9463.722452,4731.9
582,9764.096565,4882.0
583,10821.21965,5410.6
584,12829.85041,6414.9
585,13998.40261,6999.2
586,14467.3738,7233.7
587,14835.57433,7417.8
588,15148.54477,7574.3
589,15276.44601,7638.2
590,15255.12914,7627.6
591,15263.84968,7631.9
592,15126.25895,7563.1
593,15017.73669,7508.9
594,15103.97313,7552.0
595,15561.31694,7780.7
596,16325.81751,8162.9
597,16100.05245,8050.0
598,15326.83134,7663.4
599,14135.99333,7068.0
600,12675.78756,6337.9
601,11367.70675,5683.9
602,10523.75239,5261.9
603,10006.33375,5003.2
604,9737.934948,4869.0
605,9623.598996,4811.8
606,9702.083845,4851.0
607,10090.63229,5045.3
608,10887.10817,5443.6
609,11721.37304,5860.7
610,12563.38951,6281.7
611,13162.19983,6581.1
612,13343.39325,6671.7
613,13281.38053,6640.7
614,13111.8145,6555.9
615,12882.17365,6441.1
616,12700.98023,6350.5
617,12628.30907,6314.2
618,12933.52793,6466.8
619,13776.51334,6888.3
620,14515.82124,7257.9
621,14211.57133,7105.8
622,13797.83022,6898.9
623,13168.98248,6584.5
624,12306.61809,6153.3
625,12031.43664,6015.7
626,11086.71161,5543.4
627,10537.31767,5268.7
628,10236.94356,5118.5
629,10130.35919,5065.2
630,10243.7262,5121.9
631,10739.82796,5369.9
632,11473.32216,5736.7
633,12375.41345,6187.7
634,13390.87174,6695.4
635,14039.09845,7019.5
636,14323.00044,7161.5
637,14314.2799,7157.1
638,13817.20919,6908.6
639,13011.04383,6505.5
640,12297.89755,6148.9
641,11946.16915,5973.1
642,12400.60612,6200.3
643,12935.46583,6467.7
644,12939.34162,6469.7
645,12908.33526,6454.2
646,12845.35359,6422.7
647,12503.31468,6251.7
648,11946.16915,5973.1
649,12761.05505,6380.5
650,11910.31805,5955.2
651,11469.44637,5734.7
652,11265.96713,5633.0
653,11253.37079,5626.7
654,11608.00604,5804.0
655,12749.42767,6374.7
656,14770.65476,7385.3
657,15841.34313,7920.7
658,16082.61137,8041.3
659,16200.82312,8100.4
660,16330.66225,8165.3
661,16400.42656,8200.2
662,16347.13438,8173.6
663,16315.15907,8157.6
664,16226.98473,8113.5
665,16445.96715,8223.0
666,17569.9477,8785.0
667,18300.53506,9150.3
668,18146.47221,9073.2
669,17680.40786,8840.2
670,16905.24886,8452.6
671,15680.49764,7840.2
672,14131.14859,7065.6
673,12469.40148,6234.7
674,11454.91214,5727.5
675,10852.22601,5426.1
676,10516.96974,5258.5
677,10380.34797,5190.2
678,10465.61546,5232.8
679,10883.23237,5441.6
680,11691.33563,5845.7
681,12662.22228,6331.1
682,13738.72434,6869.4
683,14460.59116,7230.3
684,14794.87848,7397.4
685,14818.13325,7409.1
686,14666.0083,7333.0
687,14443.15008,7221.6
688,14347.22416,7173.6
689,14532.29337,7266.1
690,15653.36707,7826.7
691,16252.1774,8126.1
692,15949.86539,7974.9
693,15431.47781,7715.7
694,14905.33864,7452.7
695,14159.2481,7079.6
696,13141.85191,6570.9
697,12889.92524,6445.0
698,11812.45422,5906.2
699,11287.284,5643.6
700,10994.66148,5497.3
701,10917.14558,5458.6
702,11201.04756,5600.5
703,12278.51857,6139.3
704,14263.89456,7131.9
705,15508.99371,7754.5
706,15722.16243,7861.1
707,15813.24362,7906.6
708,15893.66636,7946.8
709,15867.50475,7933.8
710,15702.78346,7851.4
711,15634.95705,7817.5
712,15519.65215,7759.8
713,15701.81451,7850.9
714,16938.19312,8469.1
715,17863.53917,8931.8
716,17730.7932,8865.4
717,17325.77262,8662.9
718,16660.10483,8330.1
719,15563.25484,7781.6
720,14030.37792,7015.2
