Time_index,Demand-z1,Demand-z2
1,12157.82196,6078.9
2,11374.75031,5687.4
3,10986.5047,5493.3
4,10811.65317,5405.8
5,10853.95596,5427.0
6,11247.84194,5623.9
7,12396.59771,6198.3
8,14441.23258,7220.6
9,15580.58774,7790.3
10,15761.07964,7880.5
11,15881.40758,7940.7
12,16020.53676,8010.3
13,16047.79856,8023.9
14,15992.3349,7996.2
15,15961.31285,7980.7
16,15903.96907,7952.0
17,16125.8237,8062.9
18,17398.66766,8699.3
19,18763.6377,9381.8
20,18797.47993,9398.7
21,18475.97872,9238.0
22,17872.45891,8936.2
23,16813.00903,8406.5
24,15398.21571,7699.1
25,13169.32868,6584.7
26,12305.4117,6152.7
27,11800.5984,5900.3
28,11571.22327,5785.6
29,11504.47887,5752.2
30,11791.19778,5895.6
31,12794.24394,6397.1
32,14631.12511,7315.6
33,15713.13648,7856.6
34,15888.92808,7944.5
35,15902.08894,7951.0
36,15889.86814,7944.9
37,15827.82405,7913.9
38,15732.87778,7866.4
39,15730.0576,7865.0
40,15672.71381,7836.4
41,15809.96287,7905.0
42,16707.72209,8353.9
43,17530.27634,8765.1
44,17321.58258,8660.8
45,16793.26773,8396.6
46,15993.27496,7996.6
47,14833.23844,7416.6
48,13357.34109,6678.7
49,12674.85607,6337.4
50,11872.98317,5936.5
51,11433.97422,5717.0
52,11223.40033,5611.7
53,11190.49815,5595.2
54,11498.83849,5749.4
55,12552.64801,6276.3
56,14524.8981,7262.4
57,15600.32904,7800.2
58,15708.43617,7854.2
59,15684.93462,7842.5
60,15618.19022,7809.1
61,15427.35763,7713.7
62,15165.08033,7582.5
63,14942.28563,7471.1
64,14702.56982,7351.3
65,14612.32387,7306.2
66,15116.1971,7558.1
67,16526.29012,8263.1
68,16719.94289,8360.0
69,16326.99697,8163.5
70,15657.67282,7828.8
71,14588.82232,7294.4
72,13181.54949,6590.8
73,11588.14438,5794.1
74,10796.61217,5398.3
75,10396.14576,5198.1
76,10213.77373,5106.9
77,10223.17435,5111.6
78,10565.35692,5282.7
79,11667.10959,5833.6
80,13730.5457,6865.3
81,14795.63596,7397.8
82,14998.68935,7499.3
83,15143.4589,7571.7
84,15287.28839,7643.6
85,15307.96975,7654.0
86,15255.32628,7627.7
87,15236.52504,7618.3
88,15183.88157,7591.9
89,15323.01075,7661.5
90,15994.21502,7997.1
91,16985.98044,8493.0
92,17015.12236,8507.6
93,16644.73793,8322.4
94,16021.47682,8010.7
95,14991.16886,7495.6
96,13625.25876,6812.6
97,12310.11201,6155.1
98,11574.98352,5787.5
99,11236.56119,5618.3
100,11125.63388,5562.8
101,11179.21741,5589.6
102,11569.34314,5784.7
103,12727.49954,6363.7
104,14771.19435,7385.6
105,15765.77995,7882.9
106,15878.58739,7939.3
107,15806.20262,7903.1
108,15709.37623,7854.7
109,15524.18402,7762.1
110,15272.2474,7636.1
111,15148.15921,7574.1
112,15027.83128,7513.9
113,15171.66076,7585.8
114,15797.74206,7898.9
115,17024.52298,8512.3
116,17212.53538,8606.3
117,16800.78822,8400.4
118,16127.70383,8063.9
119,15027.83128,7513.9
120,13581.07584,6790.5
121,11936.90739,5968.5
122,11121.87363,5560.9
123,10680.04448,5340.0
124,10474.1709,5237.1
125,10437.50849,5218.8
126,10748.66901,5374.3
127,11696.25152,5848.1
128,13234.19296,6617.1
129,14246.63975,7123.3
130,14576.60151,7288.3
131,14620.78443,7310.4
132,14657.44684,7328.7
133,14585.06207,7292.5
134,14362.26737,7181.1
135,14221.25807,7110.6
136,14008.80406,7004.4
137,13878.13544,6939.1
138,14135.71243,7067.9
139,15203.62287,7601.8
140,15838.16473,7919.1
141,15505.38278,7752.7
142,14871.78098,7435.9
143,13921.37829,6960.7
144,12640.07377,6320.0
145,11680.27046,5840.1
146,10916.00005,5458.0
147,10488.27183,5244.1
148,10280.51813,5140.3
149,10274.87776,5137.4
150,10578.51779,5289.3
151,11505.41893,5752.7
152,13035.83988,6517.9
153,14194.93634,7097.5
154,14907.50334,7453.8
155,15276.00765,7638.0
156,15529.82439,7764.9
157,15600.32904,7800.2
158,15507.2629,7753.6
159,15456.49955,7728.2
160,15341.81199,7670.9
161,15268.48715,7634.2
162,15553.32594,7776.7
163,16203.84885,8101.9
164,16227.3504,8113.7
165,15706.55605,7853.3
166,15033.47165,7516.7
167,14161.0941,7080.5
168,13046.18056,6523.1
169,11694.37139,5847.2
170,10949.84228,5474.9
171,10494.85227,5247.4
172,10246.6759,5123.3
173,10150.78957,5075.4
174,10224.11441,5112.1
175,10496.73239,5248.4
176,10941.38172,5470.7
177,11600.36519,5800.2
178,12528.20639,6264.1
