Time_index;Load;Load_alternative_scenario_1_low;Load_alternative_scenario_2_high;Load_alternative_scenario_2_Very_high
122;57019.0399;48466.18391;65571.89588;74124.75187
123;54325.20002;46176.42002;62473.98003;70622.76003
124;51633.81907;43888.74621;59378.89193;67123.96479
125;49286.20412;41893.2735;56679.13474;64072.06536
126;50343.59777;42792.0581;57895.13743;65446.6771
127;55465.70541;47145.8496;63785.56122;72105.41703
128;62397.35417;53037.75104;71756.95729;81116.56042
129;68190.94008;57962.29907;78419.58109;88648.2221
130;72625.05625;61731.29782;83518.81469;94412.57313
131;75034.14454;63779.02286;86289.26622;97544.3879
132;77036.00102;65480.60087;88591.40117;100146.8013
133;77821.35662;66148.15313;89494.56011;101167.7636
134;76799.37614;65279.46972;88319.28256;99839.18898
135;75317.23834;64019.65259;86614.82409;97912.40984
136;76285.34123;64842.54004;87728.14241;99170.94359
137;79969.74766;67974.28551;91965.2098;103960.672
138;82633.28343;70238.29092;95028.27594;107423.2685
139;82313.57083;69966.53521;94660.60646;107007.6421
140;79817.51528;67844.88799;91790.14258;103762.7699
141;75928.51904;64539.24118;87317.79689;98707.07475
142;73421.75929;62408.4954;84435.02319;95448.28708
143;67025.92981;56972.04034;77079.81928;87133.70875
144;61153.1977;51980.21805;70326.17736;79499.15701
145;61360.49117;52156.4175;70564.56485;79768.63853
146;59422.12468;50508.80598;68335.44338;77248.76208
147;56648.57606;48151.28965;65145.86247;73643.14888
148;53957.38236;45863.77501;62050.98972;70144.59707
149;51594.11209;43854.99528;59333.22891;67072.34572
150;52511.62021;44634.87717;60388.36324;68265.10627
151;57328.21382;48728.98175;65927.4459;74526.67797
152;63766.27022;54201.32969;73331.21076;82896.15129
153;69392.8076;58983.88646;79801.72874;90210.64988
154;74172.37629;63046.51985;85298.23274;96424.08918
155;76900.86367;65365.73412;88435.99322;99971.12277
156;79174.45984;67298.29087;91050.62882;102926.7978
157;80125.46436;68106.6447;92144.28401;104163.1037
158;79076.05928;67214.65038;90937.46817;102798.8771
159;77474.44814;65853.28092;89095.61537;100716.7826
160;78247.78648;66510.61851;89984.95446;101722.1224
161;81772.72716;69506.81808;94038.63623;106304.5453
162;84136.33749;71515.88686;96756.78811;109377.2387
163;83291.94096;70798.14982;95785.73211;108279.5233
164;80255.63807;68217.29236;92293.98377;104332.3295
165;76087.37335;64674.26735;87500.47935;98913.58535
166;73717.01786;62659.46518;84774.57054;95832.12321
167;67780.03245;57613.02758;77947.03732;88114.04218
168;62457.46125;53088.84206;71826.08043;81194.69962
169;66865.37809;56835.57138;76895.1848;86924.99152
170;64118.83437;54501.00921;73736.65953;83354.48468
171;60206.47282;51175.5019;69237.44375;78268.41467
172;56207.24525;47776.15846;64638.33204;73069.41882
173;52886.48785;44953.51467;60819.46103;68752.43421
174;57374.41164;48768.2499;65980.57339;74586.73514
175;67771.37807;57605.67136;77937.08477;88102.79148
176;77413.73125;65801.67156;89025.79094;100637.8506
177;82264.3738;69924.71773;94604.02987;106943.6859
178;84628.90614;71934.57022;97323.24206;110017.578
179;85632.34893;72787.49659;98477.20127;111322.0536
180;88317.3894;75069.78099;101564.9978;114812.6062
181;88896.45534;75561.98704;102230.9236;115565.3919
182;86557.13308;73573.56312;99540.70304;112524.273
183;83410.7166;70899.10911;95922.32409;108433.9316
184;84708.08364;72001.87109;97414.29618;110120.5087
185;88755.43789;75442.12221;102068.7536;115382.0693
186;90966.50323;77321.52775;104611.4787;118256.4542
187;89831.96867;76357.17337;103306.764;116781.5593
188;86546.65839;73564.65963;99528.65715;112510.6559
189;82597.68915;70208.03577;94987.34252;107376.9959
190;83690.11759;71136.59995;96243.63523;108797.1529
191;75840.19942;64464.16951;87216.22933;98592.25924
192;68917.03623;58579.48079;79254.59166;89592.14709
193;68440.07224;58174.0614;78706.08308;88972.09391
194;65759.49691;55895.57237;75623.42145;85487.34598
195;61891.72033;52607.96228;71175.47838;80459.23643
196;57837.56809;49161.93287;66513.2033;75188.83851
197;54126.79115;46007.77248;62245.80982;70364.82849
198;57445.9439;48829.05231;66062.83548;74679.72707
199;66991.56438;56942.82972;77040.29904;87089.03369
200;77000.19015;65450.16163;88550.21867;100100.2472
201;81967.46305;69672.3436;94262.58251;106557.702
202;84225.77657;71591.91009;96859.64306;109493.5095
203;84944.92507;72203.18631;97686.66383;110428.4026
204;87436.23096;74320.79632;100551.6656;113667.1003
205;88021.31592;74818.11853;101224.5133;114427.7107
206;85698.32692;72843.57788;98553.07596;111407.825
207;82537.27676;70156.68524;94917.86827;107298.4598
208;83552.5382;71019.65747;96085.41893;108618.2997
209;87687.30507;74534.20931;100840.4008;113993.4966
210;90183.63013;76656.08561;103711.1746;117238.7192
211;89243.1295;75856.66007;102629.5989;116016.0683
212;86230.40602;73295.84512;99164.96692;112099.5278
213;82658.26359;70259.52405;95057.00313;107455.7427
214;84323.36179;71674.85752;96971.86606;109620.3703
215;77069.90709;65509.42102;88630.39315;100190.8792
216;70353.2749;59800.28367;80906.26614;91459.25737
217;67594.46108;57455.29191;77733.63024;87872.7994
218;64846.61099;55119.61934;74573.60264;84300.59428
219;60914.62902;51777.43467;70051.82337;79189.01773
220;56846.04272;48319.13631;65372.94912;73899.85553
221;53118.35422;45150.60109;61086.10736;69053.86049
222;56505.73524;48029.87496;64981.59553;73457.45582
223;66179.58344;56252.64593;76106.52096;86033.45848
224;76281.44839;64839.23113;87723.66565;99165.88291
225;81292.72746;69098.81834;93486.63658;105680.5457
226;83734.59688;71174.40734;96294.78641;108854.9759
227;84596.56015;71907.07613;97286.04417;109975.5282
228;87232.87247;74147.9416;100317.8033;113402.7342
229;87936.33135;74745.88165;101126.7811;114317.2308
230;85650.4625;72802.89312;98498.03187;111345.6012
231;82521.88322;70143.60074;94900.1657;107278.4482
232;83571.29974;71035.60478;96106.9947;108642.6897
233;87799.01342;74629.1614;100968.8654;114138.7174
234;89989.03924;76490.68335;103487.3951;116985.751
235;88409.16261;75147.78822;101670.537;114931.9114
236;84864.14458;72134.5229;97593.76627;110323.388
237;81177.00431;69000.45366;93353.55495;105530.1056
238;82962.24342;70517.90691;95406.57993;107850.9164
239;75853.981;64475.88385;87232.07815;98610.1753
240;69333.72393;58933.66534;79733.78251;90133.8411
241;69235.96456;58850.56987;79621.35924;90006.75392
242;66635.15593;56639.88254;76630.42932;86625.70271
243;62746.59998;53334.60998;72158.58998;81570.57997
244;58703.3973;49897.88771;67508.9069;76314.41649
245;54982.84025;46735.41421;63230.26629;71477.69233
246;58169.92025;49444.43221;66895.40828;75620.89632
247;67563.7;57429.145;77698.255;87832.81
248;77378.66278;65771.86336;88985.46219;100592.2616
249;82174.54956;69848.36713;94500.732;106826.9144
250;84454.92864;71786.68935;97123.16794;109791.4072
251;85169.40847;72393.9972;97944.81974;110720.231
252;87691.66097;74537.91182;100845.4101;113999.1593
253;88300.6993;75055.59441;101545.8042;114790.9091
254;85946.26172;73054.32246;98838.20098;111730.1402
255;82751.54615;70338.81423;95164.27808;107577.01
256;83703.10134;71147.63614;96258.56654;108814.0317
257;87868.12348;74687.90496;101048.342;114228.5605
258;90393.18537;76834.20757;103952.1632;117511.141
259;89269.21591;75878.83352;102659.5983;116049.9807
260;85983.91284;73086.32591;98881.49976;111779.0867
261;82199.2189;69869.33607;94529.10174;106858.9846
262;83896.53989;71312.05891;96481.02088;109065.5019
263;76931.75266;65391.98976;88471.51556;100011.2785
264;70518.90542;59941.06961;81096.74124;91674.57705
265;67375.3547;57269.0515;77481.65791;87587.96111
266;64616.69788;54924.1932;74309.20256;84001.70725
267;60753.61921;51640.57633;69866.66209;78979.70497
268;56699.7212;48194.76302;65204.67938;73709.63756
269;52975.36859;45029.0633;60921.67387;68867.97916
270;56342.03337;47890.72837;64793.33838;73244.64338
271;65914.38083;56027.22371;75801.53795;85688.69508
272;75960.36798;64566.31278;87354.42318;98748.47837
273;80941.16526;68799.99047;93082.34005;105223.5148
274;83178.32655;70701.57757;95655.07554;108131.8245
275;83894.80056;71310.58047;96479.02064;109063.2407
276;86411.9977;73450.19805;99373.79736;112335.597
277;87061.68862;74002.43533;100120.9419;113180.1952
278;84837.33657;72111.73608;97562.93706;110288.5375
279;81791.53986;69522.80888;94060.27084;106329.0018
280;82948.73908;70506.42822;95391.04994;107833.3608
281;87198.0122;74118.31037;100277.714;113357.4159
282;89552.63549;76119.74017;102985.5308;116418.4261
283;88358.47261;75104.70172;101612.2435;114866.0144
284;85212.31454;72430.46736;97994.16172;110776.0089
285;81758.53105;69494.75139;94022.31071;106286.0904
286;83562.7914;71028.37269;96097.21011;108631.6288
287;76332.26394;64882.42435;87782.10353;99231.94312
288;69627.90712;59183.72105;80072.09319;90516.27926
289;63919.29631;54331.40187;73507.19076;83095.08521
290;62259.34138;52920.44017;71598.24259;80937.14379
291;59418.80147;50505.98125;68331.62169;77244.44192
292;56673.84536;48172.76856;65174.92216;73675.99897
293;54023.65801;45920.10931;62127.20671;70230.75541
294;53749.73704;45687.27648;61812.1976;69874.65815
295;57684.93819;49032.19746;66337.67892;74990.41965
296;63910.90679;54324.27077;73497.54281;83084.17882
297;68954.66764;58611.46749;79297.86778;89641.06793
298;73340.2863;62339.24336;84341.32925;95342.37219
299;75477.2742;64155.68307;86798.86533;98120.45646
300;77451.68745;65833.93433;89069.44057;100687.1937
301;78332.35982;66582.50585;90082.21379;101832.0678
302;77221.20345;65638.02294;88804.38397;100387.5645
303;75677.89041;64326.20685;87029.57397;98381.25753
304;76388.07875;64929.86694;87846.29057;99304.50238
305;80504.53423;68428.8541;92580.21437;104655.8945
306;83735.22102;71174.93787;96295.50418;108855.7873
307;83014.227;70562.09295;95466.36105;107918.4951
308;80188.38505;68160.12729;92216.64281;104244.9006
309;75001.66604;63751.41613;86251.91594;97502.16585
310;72795.67344;61876.32242;83715.02445;94634.37547
311;67844.30596;57667.66006;78020.95185;88197.59775
312;63284.14316;53791.52169;72776.76463;82269.38611
313;60194.19238;51165.06352;69223.32123;78252.45009
314;58386.96725;49628.92216;67145.01234;75903.05743
315;55433.88758;47118.80444;63748.97071;72064.05385
316;52547.38778;44665.27962;60429.49595;68311.60412
317;49866.01914;42386.11627;57345.92201;64825.82488
318;49317.77106;41920.1054;56715.43672;64113.10238
319;51529.80952;43800.3381;59259.28095;66988.75238
320;55452.27883;47134.437;63770.12065;72087.96247
321;60990.85932;51842.23042;70139.48821;79288.11711
322;66954.72701;56911.51796;76997.93606;87041.14511
323;70673.83921;60072.76333;81274.91509;91875.99097
324;73558.76393;62524.94934;84592.57851;95626.3931
325;75018.00622;63765.30529;86270.70716;97523.40809
326;74250.31354;63112.76651;85387.86058;96525.40761
327;72787.61215;61869.47033;83705.75397;94623.89579
328;73731.56026;62671.82622;84791.2943;95851.02834
329;77540.01878;65909.01596;89171.0216;100802.0244
330;80682.8122;68580.39037;92785.23403;104887.6559
331;80348.52645;68296.24748;92400.80541;104453.0844
332;77097.65004;65533.00253;88662.29754;100226.945
333;72102.3445;61286.99282;82917.69617;93733.04785
334;69504.48012;59078.8081;79930.15213;90355.82415
335;64339.82776;54688.8536;73990.80193;83641.77609
336;59805.81356;50834.94153;68776.6856;77747.55763
337;64968.17104;55222.94538;74713.3967;84458.62235
338;62138.33611;52817.58569;71459.08653;80779.83694
339;58182.77074;49455.35513;66910.18635;75637.60196
340;54157.2326;46033.64771;62280.81749;70404.40238
341;50700.35006;43095.29755;58305.40257;65910.45508
342;54891.1917;46657.51294;63124.87045;71358.54921
343;65017.93878;55265.24796;74770.62959;84523.32041
344;74657.47708;63458.85552;85856.09865;97054.72021
345;79490.84566;67567.21881;91414.47251;103338.0994
346;81988.59375;69690.30469;94286.88281;106585.1719
347;83064.82503;70605.10128;95524.54879;107984.2725
348;85888.03854;73004.83276;98771.24432;111654.4501
349;86676.57759;73675.09095;99678.06422;112679.5509
350;84490.17381;71816.64774;97163.69988;109837.226
351;81495.22119;69270.93801;93719.50437;105943.7876
352;82900.61318;70465.5212;95335.70515;107770.7971
353;87168.071;74092.86035;100243.2817;113318.4923
354;89062.13193;75702.81214;102421.4517;115780.7715
355;87164.52016;74089.84214;100239.1982;113313.8762
356;83322.72892;70824.31958;95821.13826;108319.5476
357;79450.25756;67532.71893;91367.7962;103285.3348
358;80973.15701;68827.18346;93119.13056;105265.1041
359;73550.96158;62518.31734;84583.60581;95616.25005
360;67006.50107;56955.52591;77057.47623;87108.45139
361;65717.76874;55860.10343;75575.43405;85433.09936
362;62947.8795;53505.69757;72390.06142;81832.24335
363;59134.20136;50264.07116;68004.33156;76874.46177
364;55094.06503;46829.95527;63358.17478;71622.28454
365;51297.93205;43603.24225;58992.62186;66687.31167
366;54421.71728;46258.45969;62584.97487;70748.23246
367;63693.38656;54139.37858;73247.39455;82801.40253
368;73674.07136;62622.96065;84725.18206;95776.29276
369;78626.13478;66832.21456;90420.05499;102213.9752
370;80799.73897;68679.77813;92919.69982;105039.6607
371;81480.07864;69258.06684;93702.09043;105924.1022
372;83978.46258;71381.6932;96575.23197;109172.0014
373;84674.92716;71973.68808;97376.16623;110077.4053
374;82525.20137;70146.42116;94903.98158;107282.7618
375;79541.11828;67609.95054;91472.28602;103403.4538
376;80686.86188;68583.8326;92789.89116;104892.9204
377;84903.48472;72167.96201;97639.00743;110374.5301
378;87184.93077;74107.19115;100262.6704;113340.41
379;85960.79727;73066.67768;98854.91686;111749.0364
380;82915.41206;70478.10025;95352.72387;107790.0357
381;79715.05766;67757.79901;91672.31631;103629.575
382;81820.15288;69547.12995;94093.17581;106366.1987
383;74820.46214;63597.39282;86043.53147;97266.60079
384;68243.79167;58007.22292;78480.36042;88716.92917
385;67036.39553;56980.9362;77091.85486;87147.31419
386;64618.97217;54926.12635;74311.818;84004.66383
387;60717.68295;51610.03051;69825.3354;78932.98784
388;56672.25098;48171.41333;65173.08863;73673.92627
389;52862.10852;44932.79224;60791.42479;68720.74107
390;55554.79752;47221.57789;63888.01715;72221.23678
391;64540.47782;54859.40615;74221.5495;83902.62117
392;74199.21878;63069.33596;85329.10159;96458.98441
393;78809.36701;66987.96196;90630.77206;102452.1771
394;81024.59494;68870.9057;93178.28418;105331.9734
395;81601.61316;69361.37118;93841.85513;106082.0971
396;84025.31612;71421.5187;96629.11353;109232.911
397;84539.88771;71858.90455;97220.87086;109901.854
398;82032.09846;69727.28369;94336.91323;106641.728
399;78662.74851;66863.33623;90462.16079;102261.5731
400;79304.74281;67409.03139;91200.45424;103096.1657
401;83366.80342;70861.78291;95871.82394;108376.8444
402;86211.5996;73279.85966;99143.33955;112075.0795
403;85375.63085;72569.28623;98181.97548;110988.3201
404;82165.3004;69840.50534;94490.09546;106814.8905
405;78186.40339;66458.44289;89914.3639;101642.3244
406;79913.97246;67926.87659;91901.06833;103888.1642
407;73359.53111;62355.60144;84363.46077;95367.39044
408;67246.57043;57159.58487;77333.55599;87420.54156
409;66908.25137;56872.01367;76944.48908;86980.72678
410;64312.1595;54665.33557;73958.98342;83605.80735
411;60493.65847;51419.6097;69567.70724;78641.75601
412;56465.6458;47995.79893;64935.49267;73405.33954
413;52657.69849;44759.04371;60556.35326;68455.00803
414;55624.81802;47281.09531;63968.54072;72312.26342
415;65024.2762;55270.63477;74777.91763;84531.55906
416;75310.26572;64013.72586;86606.80558;97903.34544
417;80245.28226;68208.48992;92282.0746;104318.8669
418;82344.76568;69993.05083;94696.48054;107048.1954
419;82854.3326;70426.18271;95282.48249;107710.6324
420;85203.1823;72422.70496;97983.65965;110764.137
421;85704.18078;72848.55366;98559.8079;111415.435
422;83294.39937;70800.23946;95788.55927;108282.7192
423;80032.2405;68027.40443;92037.07658;104041.9127
424;80795.78793;68676.41974;92915.15612;105034.5243
425;84832.79934;72107.87944;97557.71925;110282.6391
426;87404.72168;74294.01343;100515.4299;113626.1382
427;86533.10902;73553.14267;99513.07538;112493.0417
428;84322.98552;71674.53769;96971.43334;109619.8812
429;80190.55224;68161.96941;92219.13508;104247.7179
430;82098.10439;69783.38873;94412.82005;106727.5357
431;75146.03787;63874.13219;86417.94355;97689.84923
432;68570.11834;58284.60059;78855.63609;89141.15384
433;67155.72462;57082.36592;77229.08331;87302.442
434;64360.17971;54706.15276;74014.20667;83668.23363
435;60500.2168;51425.18428;69575.24932;78650.28184
436;56458.66;47989.861;64927.459;73396.258
437;52709.05;44802.6925;60615.4075;68521.765
438;56012.41169;47610.54994;64414.27345;72816.1352
439;65480.78966;55658.67121;75302.90811;85125.02656
440;75466.00897;64146.10762;86785.91032;98105.81166
441;80386.99695;68328.94741;92445.04649;104503.096
442;82651.92802;70254.13882;95049.71722;107447.5064
443;83408.94577;70897.60391;95920.28764;108431.6295
444;85997.74612;73098.08421;98897.40804;111797.07
445;86740.94757;73729.80544;99752.08971;112763.2318
446;84592.24229;71903.40594;97281.07863;109969.915
447;81611.46156;69369.74233;93853.1808;106094.9
448;82797.04999;70377.49249;95216.60749;107636.165
449;87052.94154;73995.00031;100110.8828;113168.824
450;89152.47744;75779.60583;102525.3491;115898.2207
451;87588.41341;74450.1514;100726.6754;113864.9374
452;84226.17864;71592.25185;96860.10544;109494.0322
453;80884.04675;68751.43974;93016.65377;105149.2608
454;82953.91195;70510.82516;95396.99874;107840.0855
455;75957.72879;64564.06947;87351.38811;98745.04742
456;69476.7116;59055.20486;79898.21835;90319.72509
457;63745.91392;54184.02684;73307.80101;82869.6881
458;62130.27405;52810.73294;71449.81516;80769.35626
459;59367.70107;50462.54591;68272.85623;77178.01139
460;56631.9584;48137.16464;65126.75216;73621.54592
461;53954.07646;45860.96499;62047.18793;70140.2994
462;53508.57439;45482.28824;61534.86055;69561.14671
463;57204.41667;48623.75417;65785.07917;74365.74168
464;65094.23941;55330.1035;74858.37532;84622.51124
465;68468.17281;58197.94689;78738.39873;89008.62465
466;72740.79288;61829.67395;83651.91182;94563.03075
467;74803.81389;63583.24181;86024.38597;97244.95806
468;76646.17433;65149.24818;88143.10048;99640.02663
469;77433.46732;65818.44722;89048.48741;100663.5075
470;76304.71346;64859.00644;87750.42048;99196.1275
471;74729.30952;63519.9131;85938.70595;97148.10238
472;75368.3397;64063.08875;86673.59066;97978.84161
473;79370.91221;67465.27538;91276.54905;103182.1859
474;82896.84081;70462.31469;95331.36693;107765.8931
475;84162.92998;71538.49048;96787.36947;109411.809
476;81894.18157;69610.05433;94178.3088;106462.436
477;75980.18693;64583.15889;87377.21498;98774.24302
478;73233.49832;62248.47357;84218.52307;95203.54782
479;68165.19898;57940.41913;78389.97883;88614.75867
480;63385.76417;53877.89955;72893.6288;82401.49342
481;60630.25139;51535.71368;69724.7891;78819.32681
482;58921.79756;50083.52792;67760.06719;76598.33683
483;56009.53815;47608.10743;64410.96887;72812.39959
484;53142.84255;45171.41617;61114.26893;69085.69531
485;50476.42589;42904.96201;58047.88977;65619.35366
486;49828.37832;42354.12157;57302.63507;64776.89181
487;51860.00399;44081.00339;59639.00459;67418.00519
488;55611.35323;47269.65024;63953.05621;72294.75919
489;61100.61494;51935.5227;70265.70718;79430.79942
490;67022.67926;56969.27737;77076.08115;87129.48304
491;70711.38251;60104.67513;81318.08989;91924.79726
492;73543.01394;62511.56185;84574.46603;95605.91812
493;74923.18044;63684.70338;86161.65751;97400.13458
494;74061.00272;62951.85231;85170.15312;96279.30353
495;72469.80577;61599.33491;83340.27664;94210.7475
496;73215.82875;62233.45444;84198.20307;95180.57738
497;76784.27271;65266.6318;88301.91362;99819.55452
498;80089.30614;68075.91022;92102.70206;104116.098
499;80190.36427;68161.80963;92218.91891;104247.4736
500;77264.0081;65674.40689;88853.60932;100443.2105
501;72293.03282;61449.0779;83136.98774;93980.94266
502;69648.89954;59201.56461;80096.23447;90543.56941
503;64537.11017;54856.54364;74217.67669;83898.24322
504;60010.34597;51008.79408;69011.89787;78013.44977
505;66449.26838;56481.87812;76416.65864;86384.0489
506;63602.69359;54062.28955;73143.09763;82683.50166
507;59748.69494;50786.3907;68710.99918;77673.30343
508;55701.04982;47345.89235;64056.2073;72411.36477
509;52144.57661;44322.89012;59966.2631;67787.94959
510;56122.7732;47704.35722;64541.18918;72959.60516
511;66176.53267;56250.05277;76103.01257;86029.49247
512;76300.32774;64855.27858;87745.3769;99190.42606
513;81558.82125;69324.99806;93792.64444;106026.4676
514;83950.88728;71358.25419;96543.52038;109136.1535
515;84911.52395;72174.79536;97648.25254;110384.9811
516;87516.21692;74388.78438;100643.6495;113771.082
517;88125.13514;74906.36487;101343.9054;114562.6757
518;85869.81965;72989.34671;98750.2926;111630.7655
519;82765.26255;70350.47316;95180.05193;107594.8413
520;83976.69071;71380.1871;96573.19432;109169.6979
521;88001.71372;74801.45666;101201.9708;114402.2278
522;90251.94256;76714.15117;103789.7339;117327.5253
523;89345.79211;75943.92329;102747.6609;116149.5297
524;86493.13806;73519.16735;99467.10877;112441.0795
525;83070.07908;70609.56721;95530.59094;107991.1028
526;84506.98998;71830.94149;97183.03848;109859.087
527;76631.85914;65137.08027;88126.63801;99621.41688
528;69421.21964;59008.03669;79834.40259;90247.58553
529;66509.26246;56532.87309;76485.65183;86462.0412
530;63954.71136;54361.50465;73547.91806;83141.12476
531;60119.48281;51101.56038;69137.40523;78155.32765
532;56051.42722;47643.71314;64459.14131;72866.85539
533;52158.12437;44334.40572;59981.84303;67805.56169
534;54748.64285;46536.34642;62960.93928;71173.2357
