Gas-z1,Gas-z2,Gas turbine-z1,Gas turbine-z2,Wind-z1,Wind-z2,Solar-z1,Solar-z2,Nuclear-z1,Nuclear-z2,Coal-z1,Coal-z2,Battery-z1,Index,Investment_Cost,EV_SystemCost,CVaR_SystemCost,CVaR_OpCost,EV_OpCost,Expected_Power_Price,Cost_by_zone_baseZone1,Price_by_zone_baseZone1,Cost_by_zone_baseZone2,Price_by_zone_baseZone2,Expected_emissions,CO2_by_zone_baseZone1,CO2_by_zone_baseZone2
1.0e-5,1.0e-5,10355.81060478772,9989.082256596994,49926.938378981686,1.0e-5,17390.735928376835,1.0e-5,1.0e-5,5090.453496273791,1.0e-5,1.0e-5,1.0e-5,Sample 11,4.0554245120369205e9,4.797139557240859e9,5.3317214131700535e9,1.8108787570623274e9,7.417150452039381e8,11.285138888888893,2.460162135367996e7,11.225972222222229,2.4179988092749514e7,11.34430555555556,8.741748903723016e6,4.749261853522995e6,3.992487050200023e6
4037.406427508203,1.0e-5,5202.845817431223,8620.939200668012,22100.16246941595,1.0e-5,1.0e-5,1.0e-5,1.0e-5,14421.630816920513,1.0e-5,1.0e-5,2611.8124575274783,Sample 12,3.750941240545288e9,4.619705588994532e9,5.19014831658985e9,2.0096498036398804e9,8.687643484492432e8,13.62664851873556,3.1777202260481846e7,14.098493497122455,2.7706114372414045e7,13.154803540348665,8.987147605479334e6,6.204169744469046e6,2.782977861010272e6
8538.488145705289,1.0e-5,1.0e-5,1.0e-5,10511.817359710152,1.0e-5,1.0e-5,1.0e-5,5797.026413135108,15380.380875201425,1.0e-5,4275.537142641146,1.0e-5,Sample 13,4.35842850776064e9,4.897139012954205e9,5.346607625254615e9,1.437647729794386e9,5.387105051935642e8,9.882569444444446,1.4022918541119121e7,10.046111111111111,2.41111759560471e7,9.719027777777779,7.201558417942341e6,1.3847623110997034e6,5.816796106842636e6
13692.470328490668,1.0e-5,1.0e-5,1.0e-5,18505.976800147877,1.0e-5,7415.306471769816,1.0e-5,1.0e-5,13423.869348793198,1.0e-5,5423.661258000823,1.0e-5,Sample 14,4.1097743192043004e9,4.728546206820959e9,5.135730982630181e9,1.4331414392351031e9,6.187718876166582e8,9.720347222222225,1.3903615811602902e7,10.188055555555557,2.9107443303184662e7,9.252638888888894,1.4580605846603129e7,3.032958148724568e6,1.1547647697878564e7
1.0e-5,1.0e-5,6010.568479357831,6727.049732027928,22776.33391447305,1.0e-5,9842.841103145152,1.0e-5,1247.394364515803,17077.323250797454,1.0e-5,1.0e-5,2184.888107551636,Sample 15,4.477414269103407e9,4.822091382924935e9,5.104351078772852e9,9.091965055173627e8,3.446771138215283e8,5.777343774837221,6.13747987491109e6,5.809445140936781,1.6882639910440743e7,5.745242408737663,2.249621536214037e6,1.2017197483161865e6,1.0479017878978521e6
2386.2247708541718,1.0e-5,4884.009353095654,11501.881010873072,23726.108894610006,1.0e-5,16201.584539118932,1.0e-5,1.0e-5,11800.739885458968,1.0e-5,1.0e-5,1.0e-5,Sample 16,3.874144762010608e9,4.562223964353208e9,5.114931092260105e9,1.793493458156395e9,6.880792023425994e8,11.570069444444451,2.1162443869522136e7,12.341388888888895,2.4970327420734864e7,10.798750000000004,7.095843064434652e6,3.94525980826687e6,3.1505832561677704e6
2904.908700495895,1.0e-5,6250.404368131351,6745.88098870933,21884.23446605156,1.0e-5,8399.290379659868,1.0e-5,1.0e-5,15204.2861471626,1.0e-5,1.0e-5,1.0e-5,Sample 17,3.961954368221688e9,4.555980228621901e9,5.04077604327457e9,1.5636174897055523e9,5.940258604002131e8,10.479305555555563,1.974463467577478e7,10.490972222222226,2.019226453111074e7,10.467638888888894,5.483410200085799e6,4.037960331210396e6,1.445449868875399e6
5334.817667038543,1.0e-5,1.0e-5,8380.758662366237,21255.598745970052,1.0e-5,15635.244637378522,1.0e-5,1.0e-5,12525.884525738104,1.0e-5,640.0301270159441,5036.331762433519,Sample 18,4.0128642478982925e9,4.628536049524018e9,5.293094647771676e9,1.9447889981210399e9,6.156718016257261e8,13.822565084604086,1.930442457930352e7,14.10356334022266,2.072755167478785e7,13.541566828985522,6.753585835275914e6,3.6436043865567823e6,3.1099814487191215e6
1.0e-5,1.0e-5,8499.581160235824,6030.351574724614,16412.910830089884,1.0e-5,12852.466713624473,1.0e-5,1.0e-5,14385.646835412577,1.0e-5,1493.358455343687,2788.8722105804504,Sample 19,3.9490070370027423e9,4.578930985156742e9,5.079911631384416e9,1.6318852406093478e9,6.299239481539993e8,11.144322086746488,1.3423117825160932e7,11.174472997269488,2.968863991846529e7,11.11417117622349,8.371865426023273e6,2.8276407525458857e6,5.544224673477401e6
5221.925694127087,1.0e-5,2333.88344089582,6610.560076720546,19948.64998044598,1.0e-5,18448.195948186592,1.0e-5,1.0e-5,14561.037033999519,1.0e-5,514.5691243236661,1818.920193130838,Sample 20,4.2210664362145386e9,4.681002637559009e9,5.104057071813345e9,1.3060450698531415e9,4.5993620134447026e8,8.682011682797734,1.4394027543741085e7,8.684689408275574,1.633171638692399e7,8.679333957319892,4.557915794232224e6,2.9117193570222496e6,1.646196437209967e6
4638.871503560371,1.0e-5,3846.0837617928055,8205.77980905687,23651.70371028647,1.0e-5,13879.838216015209,1.0e-5,1.0e-5,12621.427019266268,1.0e-5,1762.211200398267,199.96109736469873,Sample 21,4.060510940229823e9,4.603928764834917e9,5.0248965877517605e9,1.385353470438782e9,5.43417824605094e8,9.200364966435625,1.6917558008192156e7,9.197010299768957,1.957932631442714e7,9.203719633102294,8.080214587021653e6,3.4459994861377776e6,4.634215100883881e6
