Time_index,Demand-z1,Demand-z2
1,12933.0,6466.5
2,12100.0,6050.0
3,11687.0,5843.5
4,11501.0,5750.5
5,11546.0,5773.0
6,11965.0,5982.5
7,13187.0,6593.5
8,15362.0,7681.0
9,16574.0,8287.0
10,16766.0,8383.0
11,16894.0,8447.0
12,17042.0,8521.0
13,17071.0,8535.5
14,17012.0,8506.0
15,16979.0,8489.5
16,16918.0,8459.0
17,17154.0,8577.0
18,18508.0,9254.0
19,19960.0,9980.0
20,19996.0,9998.0
21,19654.0,9827.0
22,19012.0,9506.0
23,17885.0,8942.5
24,16380.0,8190.0
25,12912.0,6456.0
26,12184.0,6092.0
27,11833.0,5916.5
28,11717.0,5858.5
29,11765.0,5882.5
30,12194.0,6097.0
31,13405.0,6702.5
32,15599.0,7799.5
33,16868.0,8434.0
34,16991.0,8495.5
35,17009.0,8504.5
36,16996.0,8498.0
37,16841.0,8420.5
38,16560.0,8280.0
39,16376.0,8188.0
40,16152.0,8076.0
41,16215.0,8107.5
42,17323.0,8661.5
43,18781.0,9390.5
44,18735.0,9367.5
45,18237.0,9118.5
46,17500.0,8750.0
47,16287.0,8143.5
48,14758.0,7379.0
49,12327.0,6163.5
50,11485.0,5742.5
51,11059.0,5529.5
52,10865.0,5432.5
53,10875.0,5437.5
54,11239.0,5619.5
55,12411.0,6205.5
56,14606.0,7303.0
57,15739.0,7869.5
58,15955.0,7977.5
59,16109.0,8054.5
60,16262.0,8131.0
61,16284.0,8142.0
62,16228.0,8114.0
63,16208.0,8104.0
64,16152.0,8076.0
65,16300.0,8150.0
66,17014.0,8507.0
67,18069.0,9034.5
68,18100.0,9050.0
69,17706.0,8853.0
70,17043.0,8521.5
71,15947.0,7973.5
72,14494.0,7247.0
73,13095.0,6547.5
74,12313.0,6156.5
75,11953.0,5976.5
76,11835.0,5917.5
77,11892.0,5946.0
78,12307.0,6153.5
79,13539.0,6769.5
80,15713.0,7856.5
81,16771.0,8385.5
82,16891.0,8445.5
83,16814.0,8407.0
84,16711.0,8355.5
