Time_index,Demand-z1,Demand-z2
1,12575.31325,6287.7
2,11765.35145,5882.7
3,11363.77376,5681.9
4,11182.91794,5591.5
5,11226.67338,5613.3
6,11634.08514,5817.0
7,12822.2884,6411.1
8,14937.13463,7468.6
9,16115.61446,8057.8
10,16302.30434,8151.2
11,16426.76425,8213.4
12,16570.67103,8285.3
13,16598.86898,8299.4
14,16541.50074,8270.8
15,16509.41342,8254.7
16,16450.10049,8225.1
17,16679.57346,8339.8
18,17996.12601,8998.1
19,19407.96818,9704.0
20,19442.97254,9721.5
21,19110.4312,9555.2
22,18486.18693,9243.1
23,17390.35626,8695.2
24,15926.9799,7963.5
25,13621.55442,6810.8
26,12727.97112,6364.0
27,12205.82288,6102.9
28,11968.57116,5984.3
29,11899.5348,5949.8
30,12196.09945,6098.0
31,13233.58953,6616.8
32,15133.54794,7566.8
33,16252.71484,8126.4
34,16434.543,8217.3
35,16448.1558,8224.1
36,16435.51534,8217.8
37,16371.3407,8185.7
38,16273.13404,8136.6
39,16270.21702,8135.1
40,16210.90409,8105.5
41,16352.86618,8176.4
42,17281.45383,8640.7
43,18132.25404,9066.1
44,17916.39388,8958.2
45,17369.93706,8685.0
46,16542.47308,8271.2
47,15342.6017,7671.3
48,13816.02304,6908.0
49,13110.10196,6555.1
50,12280.69329,6140.3
51,11826.60907,5913.3
52,11608.80422,5804.4
53,11574.77221,5787.4
54,11893.70074,5946.9
55,12983.69735,6491.8
56,15023.67317,7511.8
57,16136.03367,8068.0
58,16247.85312,8123.9
59,16223.54455,8111.8
60,16154.50819,8077.3
61,15957.12254,7978.6
62,15685.83881,7842.9
63,15455.3935,7727.7
64,15207.44601,7603.7
65,15114.10107,7557.1
66,15635.27697,7817.6
67,17093.79162,8546.9
68,17294.09429,8647.0
69,16887.65488,8443.8
70,16195.3466,8097.7
71,15089.7925,7544.9
72,13634.19488,6817.1
73,12732.83283,6366.4
74,11972.46053,5986.2
75,11622.41702,5811.2
76,11507.68053,5753.8
77,11563.10409,5781.6
78,11966.62648,5983.3
79,13164.55317,6582.3
80,15278.42706,7639.2
81,16307.16605,8153.6
82,16423.84722,8211.9
83,16348.97681,8174.5
84,16248.82547,8124.4
85,16057.27388,8028.6
86,15796.68593,7898.3
87,15668.33664,7834.2
88,15543.87672,7771.9
89,15692.64522,7846.3
90,16340.22572,8170.1
91,17609.13346,8804.6
92,17803.60208,8901.8
93,17377.7158,8688.9
94,16681.51814,8340.8
95,15543.87672,7771.9
96,14047.4407,7023.7
97,12835.9012,6418.0
98,12165.95681,6083.0
99,11807.16221,5903.6
100,11678.81292,5839.4
101,11681.72995,5840.9
102,11844.11125,5922.1
103,12208.73991,6104.4
104,12783.39468,6391.7
105,13436.80924,6718.4
106,14353.72877,7176.9
107,15023.67317,7511.8
108,15352.32513,7676.2
109,15425.25087,7712.6
110,15368.85497,7684.4
111,15189.94384,7595.0
112,15032.42425,7516.2
113,15122.85216,7561.4
114,15777.23907,7888.6
115,17252.28354,8626.1
116,17833.74471,8916.9
117,17531.34601,8765.7
118,16910.99112,8455.5
