Time_index,Demand-z1,Demand-z2
1,12146.57012,6073.3
2,11364.22318,5682.1
3,10976.33689,5488.2
4,10801.64718,5400.8
5,10843.91082,5422.0
6,11237.43226,5618.7
7,12385.12489,6192.6
8,14427.86748,7213.9
9,15566.16818,7783.1
10,15746.49305,7873.2
11,15866.70962,7933.4
12,16005.71004,8002.9
13,16032.94661,8016.5
14,15977.53428,7988.8
15,15946.54094,7973.3
16,15889.25023,7944.6
17,16110.89954,8055.4
18,17382.56551,8691.3
19,18746.27229,9373.1
20,18780.0832,9390.0
21,18458.87954,9229.4
22,17855.91828,8928.0
23,16797.44889,8398.7
24,15383.96494,7692.0
25,13157.14071,6578.6
26,12294.02326,6147.0
27,11789.67716,5894.8
28,11560.51431,5780.3
29,11493.83168,5746.9
30,11780.28524,5890.1
31,12782.4031,6391.2
32,14617.58427,7308.8
33,15698.59426,7849.3
34,15874.22316,7937.1
35,15887.37185,7943.7
36,15875.16235,7937.6
37,15813.17568,7906.6
38,15718.31729,7859.2
39,15715.49971,7857.7
40,15658.209,7829.1
41,15795.33103,7897.7
42,16692.25939,8346.1
43,17514.05239,8757.0
44,17305.55177,8652.8
45,16777.72586,8388.9
46,15978.47347,7989.2
47,14819.51055,7409.8
48,13344.97911,6672.5
49,12663.12572,6331.6
50,11861.99494,5931.0
51,11423.39228,5711.7
52,11213.01327,5606.5
53,11180.14155,5590.1
54,11488.19653,5744.1
55,12541.03076,6270.5
56,14511.45557,7255.7
57,15585.89122,7792.9
58,15693.8983,7846.9
59,15670.4185,7835.2
60,15603.73586,7801.9
61,15413.07989,7706.5
62,15151.04532,7575.5
63,14928.45682,7464.2
64,14688.96286,7344.5
65,14598.80043,7299.4
66,15102.20734,7551.1
67,16510.99534,8255.5
68,16704.46889,8352.2
69,16311.88663,8155.9
70,15643.18193,7821.6
71,14575.32063,7287.7
72,13169.3502,6584.7
73,11928.67757,5964.3
74,11134.12114,5567.1
75,10706.78878,5353.4
76,10496.40978,5248.2
77,10499.22735,5249.6
78,10798.8296,5399.4
79,11860.11656,5930.1
80,13827.7238,6913.9
81,14968.84207,7484.4
82,15083.4235,7541.7
83,15098.45057,7549.2
84,15089.05865,7544.5
85,15055.24774,7527.6
86,14911.55136,7455.8
87,14760.34145,7380.2
88,14466.37435,7233.2
89,14345.21859,7172.6
90,14771.61175,7385.8
91,16079.90621,8040.0
92,16249.89996,8124.9
93,15850.74336,7925.4
94,15213.97119,7607.0
95,14165.83291,7082.9
96,12794.6126,6397.3
97,11577.41977,5788.7
98,10786.6201,5393.3
99,10386.52431,5193.3
100,10204.32106,5102.2
101,10213.71298,5106.9
102,10555.57887,5277.8
103,11656.31189,5828.2
104,13717.83833,6858.9
105,14781.94287,7391.0
106,14984.80834,7492.4
107,15129.44391,7564.7
108,15273.14028,7636.6
109,15293.80251,7646.9
110,15241.20775,7620.6
111,15222.42391,7611.2
112,15169.82916,7584.9
113,15308.82958,7654.4
114,15979.41266,7989.7
115,16970.26022,8485.1
116,16999.37517,8499.7
117,16629.33353,8314.7
118,16006.64923,8003.3
119,14977.2948,7488.6
120,13612.64883,6806.3
121,12402.03034,6201.0
122,11607.47391,5803.7
123,11209.2565,5604.6
124,11055.22902,5527.6
125,11074.01286,5537.0
126,11442.17612,5721.1
127,12527.88207,6263.9
128,14552.78002,7276.4
129,15558.65465,7779.3
130,15674.17526,7837.1
131,15645.9995,7823.0
132,15610.31021,7805.2
133,15457.22191,7728.6
134,15185.79543,7592.9
135,14982.92995,7491.5
136,14765.03741,7382.5
137,14683.32771,7341.7
138,15120.99118,7560.5
139,16331.60966,8165.8
140,16496.90746,8248.5
141,16094.93328,8047.5
142,15539.87081,7769.9
143,14724.65215,7362.3
144,13624.85832,6812.4
145,12697.87582,6348.9
146,11984.0899,5992.0
147,11667.5822,5833.8
148,11539.85209,5769.9
149,11593.38603,5796.7
150,11985.96829,5993.0
151,13134.6001,6567.3
152,14866.47015,7433.2
153,15785.93911,7893.0
154,15845.10821,7922.6
155,15724.89163,7862.4
156,15631.91162,7816.0
157,15486.33686,7743.2
158,15217.72795,7608.9
159,15034.58551,7517.3
160,14755.64549,7377.8
161,14632.61134,7316.3
162,14878.67964,7439.3
163,15724.89163,7862.4
164,16820.92869,8410.5
165,16673.47555,8336.7
166,16102.44682,8051.2
167,15033.64632,7516.8
168,13622.97994,6811.5
169,11815.03534,5907.5
170,11127.5468,5563.8
171,10919.98537,5460.0
172,10713.36313,5356.7
173,10525.52473,5262.8
174,10468.23402,5234.1
175,10626.01827,5313.0
176,11007.33022,5503.7
177,11432.7842,5716.4
178,12081.76587,6040.9
179,12682.84875,6341.4
180,13004.9916,6502.5
181,13082.00535,6541.0
182,12989.02534,6494.5
183,12726.99077,6363.5
184,12419.87499,6209.9
185,12228.27982,6114.1
186,12291.20569,6145.6
187,12640.58511,6320.3
188,13267.96536,6634.0
189,14357.42808,7178.7
190,14143.29231,7071.6
191,13281.11405,6640.6
192,12177.56345,6088.8
193,11118.15488,5559.1
194,10239.07117,5119.5
195,9721.576377,4860.8
196,9430.426858,4715.2
197,9331.811698,4665.9
198,9524.346058,4762.2
199,10379.01078,5189.5
200,12110.88082,6055.4
201,13212.55304,6606.3
202,13660.54762,6830.3
203,13948.87956,6974.4
204,14180.85999,7090.4
205,14242.84666,7121.4
206,14161.13695,7080.6
207,14166.77211,7083.4
208,14033.40684,7016.7
209,13868.10905,6934.1
210,13782.64258,6891.3
211,13622.97994,6811.5
212,13383.48598,6691.7
213,13957.33229,6978.7
214,13696.23692,6848.1
215,12878.20068,6439.1
216,11811.27857,5905.6
217,10740.5997,5370.3
218,10024.93539,5012.5
219,9652.07617,4826.0
220,9503.683834,4751.8
221,9539.37313,4769.7
222,9875.603865,4937.8
223,10973.51931,5486.8
224,12880.07907,6440.0
225,14029.65007,7014.8
226,14365.88081,7182.9
227,14520.84749,7260.4
228,14606.31396,7303.2
