Time_index,Demand-z1,Demand-z2
354,16988.47614,8494.2
355,16941.50247,8470.8
356,16673.65263,8336.8
357,16473.76469,8236.9
358,16702.63638,8351.3
359,16361.82744,8180.9
360,14899.64715,7449.8
361,13084.66464,6542.3
362,12026.25799,6013.1
363,11333.64627,5666.8
364,10900.88888,5450.4
365,10662.02279,5331.0
366,10617.048,5308.5
367,10702.99982,5351.5
368,11232.70286,5616.4
369,12370.06525,6185.0
370,13703.31782,6851.7
371,14717.74912,7358.9
372,15356.39109,7678.2
373,15748.17146,7874.1
374,15949.05884,7974.5
375,16052.00113,8026.0
376,16149.94622,8075.0
377,16287.8689,8143.9
378,16497.75124,8248.9
379,16588.70025,8294.4
380,16375.81959,8187.9
381,15865.1059,7932.6
382,15813.13504,7906.6
383,15480.32162,7740.2
384,14355.95195,7178.0
385,13967.1699,6983.6
386,12931.75037,6465.9
387,12258.128,6129.1
388,11807.3807,5903.7
389,11565.51629,5782.8
390,11498.55383,5749.3
391,11583.5062,5791.8
392,11786.39246,5893.2
393,12539.97,6270.0
394,13633.35704,6816.7
395,14617.80515,7308.9
396,15304.42023,7652.2
397,15811.13616,7905.6
398,16105.97087,8053.0
399,16138.95238,8069.5
400,16084.98264,8042.5
401,16007.02634,8003.5
402,16166.9367,8083.5
403,16383.81511,8191.9
404,16290.86722,8145.4
405,16055.99889,8028.0
406,16234.8986,8117.4
407,15743.17426,7871.6
408,14561.83653,7280.9
409,15182.48859,7591.2
410,13806.26011,6903.1
411,12959.73468,6479.9
412,12424.03499,6212.0
413,12167.17899,6083.6
414,12271.12072,6135.6
415,12872.78342,6436.4
416,14110.08978,7055.0
417,15780.15353,7890.1
418,16994.47277,8497.2
419,17985.91696,8993.0
420,18885.4127,9442.7
421,19562.03338,9781.0
422,20040.765,10020.4
423,20542.48373,10271.2
424,20833.32069,10416.7
425,21003.22544,10501.6
426,21063.19182,10531.6
427,20835.31957,10417.7
428,20224.66191,10112.3
429,19610.00649,9805.0
430,19690.9611,9845.5
431,18780.47153,9390.2
432,17049.44196,8524.7
433,15340.40006,7670.2
434,14012.14469,7006.1
435,13168.61758,6584.3
436,12624.92238,6312.5
437,12356.07309,6178.0
438,12479.00418,6239.5
439,13168.61758,6584.3
440,14466.88976,7233.4
441,16206.91428,8103.5
442,17695.08001,8847.5
443,18950.37628,9475.2
444,20162.69664,10081.3
445,21068.18902,10534.1
446,21701.83379,10850.9
447,22284.50714,11142.3
448,22603.32841,11301.7
449,22757.24212,11378.6
450,22681.2847,11340.6
451,22346.4724,11173.2
452,21736.81418,10868.4
453,21205.11226,10602.6
454,21276.07248,10638.0
455,20244.6507,10122.3
456,18398.68556,9199.3
457,17361.26715,8680.6
458,15996.03251,7998.0
459,15155.50371,7577.8
460,14614.80683,7307.4
461,14367.94522,7184.0
462,14500.87071,7250.4
463,15269.43984,7634.7
464,16612.68681,8306.3
465,18347.71414,9173.9
466,19773.9146,9887.0
467,20934.2641,10467.1
468,21859.74527,10929.9
469,22466.40517,11233.2
470,22618.32,11309.2
471,22478.39844,11239.2
472,21990.67187,10995.3
473,21362.02429,10681.0
474,20975.24113,10487.6
475,20530.49046,10265.2
476,19968.80534,9984.4
477,19572.02778,9786.0
478,19582.02217,9791.0
479,18847.43399,9423.7
480,17520.17806,8760.1
481,11492.55719,5746.3
482,10610.05193,5305.0
483,10118.32759,5059.2
484,9854.475508,4927.2
485,9785.514169,4892.8
486,10029.37746,5014.7
487,11003.83117,5501.9
488,12836.80359,6418.4
489,13953.17775,6976.6
490,14475.88471,7237.9
491,14826.68805,7413.3
492,15119.52388,7559.8
493,15237.45777,7618.7
494,15255.44768,7627.7
495,15286.43031,7643.2
496,15218.46841,7609.2
497,15118.52444,7559.3
498,15072.55022,7536.3
499,14966.60961,7483.3
500,15004.58832,7502.3
501,15459.33338,7729.7
502,14953.61689,7476.8
503,14011.14525,7005.6
504,12790.82937,6395.4
505,10957.85694,5478.9
506,10108.33319,5054.2
507,9616.608858,4808.3
508,9390.735485,4695.4
509,9365.749492,4682.9
510,9657.585886,4828.8
511,10693.00542,5346.5
512,12579.94759,6290.0
513,13764.28364,6882.1
514,14290.98837,7145.5
515,14681.76929,7340.9
516,15010.58496,7505.3
517,15196.48074,7598.2
518,15221.46673,7610.7
519,15293.42639,7646.7
520,15168.49643,7584.2
521,15049.5631,7524.8
522,15068.55246,7534.3
523,15224.46505,7612.2
524,15509.30537,7754.7
525,16032.01234,8016.0
526,15332.40454,7666.2
527,14088.10211,7044.1
528,12582.94591,6291.5
529,11532.53478,5766.3
530,10661.02335,5330.5
531,10197.28333,5098.6
532,9954.419479,4977.2
533,9906.446373,4953.2
534,10212.27492,5106.1
535,11232.70286,5616.4
536,13118.64559,6559.3
537,14341.95979,7171.0
538,14993.59448,7496.8
539,15496.31265,7748.2
540,15923.07341,7961.5
541,16121.96191,8061.0
542,16154.94342,8077.5
543,16206.91428,8103.5
544,16097.97536,8049.0
545,15941.06332,7970.5
546,16036.01009,8018.0
547,16294.86498,8147.4
548,16649.66607,8324.8
549,16816.57251,8408.3
550,16107.96975,8054.0
551,14930.62978,7465.3
552,13422.47526,6711.2
553,11120.76562,5560.4
554,10340.20321,5170.1
555,9949.422281,4974.7
556,9761.527616,4880.8
557,9761.527616,4880.8
558,10071.35392,5035.7
559,11161.74264,5580.9
560,13233.58116,6616.8
561,14438.90544,7219.5
562,14922.63426,7461.3
563,15302.42135,7651.2
564,15625.24038,7812.6
565,15757.16642,7878.6
566,15735.17874,7867.6
567,15744.1737,7872.1
568,15602.25326,7801.1
569,15490.31601,7745.2
570,15579.26615,7789.6
571,16051.00169,8025.5
572,16839.55962,8419.8
573,16606.69017,8303.3
574,15809.13728,7904.6
575,14580.82588,7290.4
576,13074.67024,6537.3
577,11471.56895,5735.8
578,10563.07826,5281.5
579,10033.37522,5016.7
580,9734.542744,4867.3
581,9591.622866,4795.8
582,9654.587567,4827.3
583,10044.36905,5022.2
584,10870.90569,5435.5
585,11757.40871,5878.7
586,12746.85402,6373.4
587,13426.47302,6713.2
588,13732.30157,6866.2
589,13739.29765,6869.6
590,13636.35536,6818.2
591,13445.46237,6722.7
592,13239.5778,6619.8
593,13145.63046,6572.8
594,13283.55314,6641.8
595,13936.18727,6968.1
596,14813.69533,7406.8
597,14491.87575,7245.9
598,13956.17606,6978.1
599,13222.58732,6611.3
600,12261.12632,6130.6
601,10981.8435,5490.9
602,10207.27772,5103.6
603,9793.509686,4896.8
604,9574.632391,4787.3
605,9531.656483,4765.8
606,9809.500722,4904.8
607,10805.94211,5403.0
608,12728.86411,6364.4
609,13922.19511,6961.1
610,14167.05784,7083.5
611,14306.9794,7153.5
612,14434.90768,7217.5
613,14440.90432,7220.5
614,14364.9469,7182.5
615,14300.98276,7150.5
616,14149.06793,7074.5
617,14108.0909,7054.0
618,14364.9469,7182.5
619,15178.49083,7589.2
620,15886.09414,7943.0
621,15624.24094,7812.1
622,15019.57991,7509.8
623,14006.14805,7003.1
624,12637.91509,6319.0
625,11401.60817,5700.8
626,10536.09339,5268.0
627,10070.35449,5035.2
628,9812.499041,4906.2
629,9763.526495,4881.8
630,10027.37858,5013.7
631,11028.81716,5514.4
632,12984.72067,6492.4
633,14254.0091,7127.0
634,14502.86958,7251.4
635,14652.78554,7326.4
636,14771.71887,7385.9
637,14720.74744,7360.4
638,14586.82252,7293.4
639,14542.84717,7271.4
640,14400.92673,7200.5
641,14337.96203,7169.0
642,14556.83933,7278.4
643,15221.46673,7610.7
644,15752.16922,7876.1
645,15394.3698,7697.2
646,14813.69533,7406.8
647,13996.15365,6998.1
648,12870.78454,6435.4
649,12166.17955,6083.1
650,11373.62386,5686.8
651,10940.86647,5470.4
652,10756.96956,5378.5
653,10779.95668,5390.0
654,11163.74152,5581.9
655,12386.05629,6193.0
656,14453.89704,7226.9
657,15440.34403,7720.2
658,15568.27231,7784.1
659,15522.29809,7761.1
660,15492.31489,7746.2
661,15371.38269,7685.7
662,15187.48578,7593.7
663,15102.53341,7551.3
664,14993.59448,7496.8
665,15140.51212,7570.3
666,16244.89299,8122.4
667,17551.16069,8775.6
668,17486.19711,8743.1
669,17097.41506,8548.7
670,16478.76188,8239.4
671,15381.37709,7690.7
672,13975.16542,6987.6
673,12861.78959,6430.9
674,11815.37621,5907.7
675,11193.72472,5596.9
676,10847.91858,5424.0
677,10706.99758,5353.5
678,10794.94827,5397.5
679,11225.70679,5612.9
680,12059.2395,6029.6
681,13060.67809,6530.3
682,14171.0556,7085.5
683,14915.63818,7457.8
684,15260.44488,7630.2
685,15284.43144,7642.2
686,15127.5194,7563.8
687,14897.64827,7448.8
688,14798.70374,7399.4
689,14989.59672,7494.8
690,16145.94846,8073.0
691,16763.6022,8381.8
692,16451.77701,8225.9
693,15917.07677,7958.5
694,15374.38101,7687.2
695,14604.81243,7302.4
696,13555.40074,6777.7
697,13295.54642,6647.8
698,12184.16946,6092.1
699,11642.47314,5821.2
700,11340.64235,5670.3
701,11260.68718,5630.3
702,11553.52301,5776.8
703,12664.89996,6332.4
704,14712.75192,7356.4
705,15997.03195,7998.5
706,16216.90868,8108.5
707,16310.85601,8155.4
708,16393.80951,8196.9
709,16366.82464,8183.4
710,16196.91989,8098.5
711,16126.95911,8063.5
712,16008.02578,8004.0
713,16195.92045,8098.0
714,17471.20551,8735.6
715,18425.67043,9212.8
716,18288.74719,9144.4
717,17870.9814,8935.5
718,17184.36632,8592.2
719,16053.00057,8026.5
720,14471.88695,7235.9
