Time_index,Gas,Wind,Solar
167,1,0.655445618,0
168,1,0.669109992,0
169,,0.687513769,0
170,,0.712973667,0
171,,0.73363841,0
172,,0.748093202,0
173,,0.744678273,0
174,,0.729796077,0
175,,0.699564269,0
176,,0.683147048,0.027890307
177,,0.600336101,0.193486047
178,,0.487704583,0.269316402
179,,0.460528583,0.26475731
180,,0.447712881,0.261956354
181,,0.436755654,0.265769034
182,,0.433596349,0.2890766
183,,0.443839398,0.29681083
184,,0.475567442,0.144913517
185,,0.566905041,0.009213303
186,,0.620386388,0
187,,0.628490732,0
188,,0.623221531,0
189,,0.606296084,0
190,,0.573357336,0
191,,0.531833298,0
192,,0.483537429,0
193,,0.43149767,0
194,,0.393727013,0
195,,0.361296601,0
196,,0.336974562,0
197,,0.318128874,0
198,,0.309727393,0
199,,0.311040381,0
200,,0.314111227,0.029004877
201,,0.280067151,0.201024316
202,,0.223588126,0.296363731
203,,0.193847051,0.315791007
204,,0.190936124,0.335422084
205,,0.195754848,0.371414312
206,,0.212122055,0.427631776
207,,0.241139272,0.443954122
208,,0.36607496,0.211102564
209,,0.537630601,0.013594043
210,,0.621383904,0
211,,0.658604396,0
212,,0.672093817,0
213,,0.684583284,0
214,,0.688792848,0
215,,0.693991557,0
216,,0.697919064,0
217,,0.697849508,0
218,,0.698102777,0
219,,0.705503497,0
220,,0.706708934,0
221,,0.710198097,0
222,,0.725685181,0
223,,0.737089111,0
224,,0.735634235,0.017809179
225,,0.675283506,0.111512406
226,,0.559632476,0.181152109
227,,0.504517107,0.212301161
228,,0.508375496,0.220622722
229,,0.574820331,0.220550459
230,,0.634254524,0.206130432
231,,0.66028344,0.197299598
232,,0.747909631,0.11483574
233,,0.848360719,0.007143689
234,,0.882127309,0
235,,0.873978646,0
236,,0.856454105,0
237,,0.827641289,0
238,,0.769689677,0
239,,0.707357674,0
240,,0.655741287,0
241,,0.592787674,0
242,,0.543797016,0
243,,0.501039022,0
244,,0.458131894,0
245,,0.393838265,0
246,,0.340469574,0
247,,0.28320623,0
248,,0.226944006,0.052029628
249,,0.151943731,0.368736739
250,,0.088092391,0.53402859
251,,0.056576041,0.461703057
252,,0.041071408,0.40567491
253,,0.031264463,0.40223074
254,,0.028511243,0.408305617
255,,0.039229503,0.35402703
256,,0.080415264,0.161073107
257,,0.180009335,0.010668326
258,,0.263540756,0
259,,0.338350666,0
260,,0.394652304,0
261,,0.439146631,0
262,,0.47294795,0
263,,0.49330616,0
264,,0.520300433,0
265,,0.555431577,0
266,,0.592451398,0
267,,0.619077108,0
268,,0.641643488,0
269,,0.672045809,0
270,,0.702090844,0
271,,0.729743409,0
272,,0.752921582,0.008418654
273,,0.748368428,0.06263505
274,,0.738311129,0.094383683
275,,0.730966394,0.120199698
276,,0.739874774,0.139188719
277,,0.750770513,0.14324209
278,,0.756866098,0.146016006
279,,0.755214444,0.17761282
280,,0.760631101,0.122280455
281,,0.745559855,0.010830792
282,,0.723111618,0
283,,0.697332078,0
284,,0.662680687,0
285,,0.6136539,0
286,,0.565975226,0
287,,0.519344169,0
288,,0.471288834,0
289,,0.416285309,0
290,,0.360259594,0
291,,0.337020348,0
292,,0.334042261,0
293,,0.357782791,0
294,,0.403746731,0
295,,0.455862622,0
296,,0.504215725,0.016548677
297,,0.540907322,0.113828721
298,,0.574837774,0.162760081
299,,0.609650042,0.159217147
300,,0.633505228,0.155341193
301,,0.656766713,0.164541109
302,,0.705787478,0.186719306
303,,0.73691754,0.20363269
304,,0.760039863,0.095148659
305,,0.809623101,0.005512413
306,,0.845292435,0
307,,0.871126635,0
308,,0.882787217,0
309,,0.882183501,0
310,,0.884217396,0
311,,0.876365427,0
312,,0.875429326,0
313,,0.87529084,0
314,,0.881962273,0
315,,0.899637795,0
316,,0.907398837,0
317,,0.902492505,0
318,,0.881230044,0
319,,0.869326407,0
320,,0.863554075,0.025952509
321,,0.841939169,0.171805239
322,,0.822849292,0.304577552
323,,0.808813559,0.348918083
324,,0.806524289,0.365691803
325,,0.803523003,0.41467703
326,,0.793959289,0.491792823
327,,0.778710516,0.519549509
328,,0.783153935,0.278262356
329,,0.810353947,0.023560971
330,,0.827212711,0
331,,0.836408946,0
332,,0.822741459,0
333,,0.794931574,0
334,,0.766025335,0
335,,0.742864798,0
336,,0.726463419,0
337,,0.71612476,0
338,,0.708678057,0
339,,0.697489554,0
340,,0.690154573,0
341,,0.690044008,0
342,,0.702882979,0
343,,0.718313878,0
344,,0.728253432,0.068385878
345,,0.684958082,0.479710438
346,,0.632702334,0.690459802
347,,0.643673171,0.60573406
348,,0.673084195,0.525306985
349,,0.710812182,0.539229398
350,,0.739452658,0.632054317
351,,0.739002069,0.685325076
352,,0.747594793,0.370594134
353,,0.794775578,0.031964366
354,,0.820968586,0
355,,0.827009512,0
356,,0.821172598,0
357,,0.804322263,0
358,,0.783247896,0
359,,0.7698381,0
360,,0.755558254,0
361,,0.728091194,0
362,,0.699668076,0
363,,0.670500531,0
364,,0.633442678,0
365,,0.590661597,0
366,,0.537330682,0
367,,0.471615204,0
368,,0.389571464,0.071865281
369,,0.262223896,0.472808236
370,,0.14373977,0.667869414
371,,0.099972344,0.568662819
372,,0.119178986,0.480168328
373,,0.188786676,0.472227487
374,,0.303668479,0.506457972
375,,0.445764875,0.458020414
376,,0.611853038,0.192941445
377,,0.749564794,0.013197259
378,,0.807493365,0
379,,0.837014078,0
380,,0.850110255,0
381,,0.862618824,0
382,,0.869909817,0
383,,0.86202041,0
384,,0.844045112,0
385,,0.820802607,0
386,,0.789883522,0
387,,0.753749588,0
388,,0.711332189,0
389,,0.665505007,0
390,,0.624366282,0
391,,0.586426221,0
392,,0.539233604,0.012335571
393,,0.440360849,0.111824686
394,,0.305368134,0.211002772
395,,0.225098663,0.228242764
396,,0.191535356,0.219481193
397,,0.188362075,0.192389489
398,,0.224959976,0.157232283
399,,0.308364926,0.117894895
400,,0.44832671,0.059914694
401,,0.592127681,0.005248365
402,,0.686716827,0
403,,0.741557399,0
404,,0.789217585,0
405,,0.818236909,0
406,,0.833868817,0
407,,0.842538233,0
408,,0.835800587,0
409,,0.830947719,0
410,,0.842794835,0
411,,0.848716825,0
412,,0.839807134,0
413,,0.84670571,0
414,,0.836110761,0
415,,0.824827327,0
416,,0.80972357,0.043603863
417,,0.812555403,0.288442946
418,,0.845526892,0.458457461
419,,0.880300746,0.449281858
420,,0.897983161,0.427591576
421,,0.912047002,0.455435135
422,,0.921042408,0.552085253
423,,0.91999176,0.633142526
424,,0.903945956,0.382383512
425,,0.880115253,0.041262452
426,,0.882140085,0
427,,0.863178187,0
428,,0.841231414,0
429,,0.815954254,0
430,,0.783713657,0
431,,0.736042373,0
432,,0.666553788,0
433,,0.60184067,0
434,,0.535834009,0
435,,0.472955295,0
436,,0.397105281,0
437,,0.321190108,0
438,,0.229537739,0
439,,0.163962361,0
440,,0.129915406,0.077936491
441,,0.101078716,0.477310697
442,,0.111875794,0.664115083
443,,0.141655738,0.569680126
444,,0.185791734,0.488239128
445,,0.251015835,0.501524189
446,,0.328639931,0.589058308
447,,0.399023213,0.628149144
448,,0.496809577,0.329787412
449,,0.60484008,0.028339603
450,,0.654955836,0
451,,0.673859177,0
452,,0.687987594,0
453,,0.691717857,0
454,,0.691226952,0
455,,0.686946897,0
456,,0.672044467,0
457,,0.631207117,0
458,,0.585735388,0
459,,0.557953923,0
460,,0.542571662,0
461,,0.521468328,0
462,,0.522901321,0
463,,0.557940274,0
464,,0.607846345,0.042313525
465,,0.63166518,0.296284079
466,,0.636339756,0.45497198
467,,0.661403136,0.437868668
468,,0.679894597,0.41859069
469,,0.700529529,0.433472385
470,,0.717434754,0.500462256
471,,0.687861092,0.595600035
472,,0.665017375,0.397552638
473,,0.728512855,0.049249548
474,,0.779856966,0
475,,0.757319402,0
476,,0.704665183,0
477,,0.649592368,0
478,,0.585018584,0
479,,0.51091576,0
480,,0.453480279,0
481,,0.407269376,0
482,,0.377415211,0
483,,0.342676323,0
484,,0.280543188,0
485,,0.211733058,0
486,,0.143720476,0
487,,0.097396415,0
488,,0.074780242,0.02094683
489,,0.063589866,0.128986036
490,,0.047769378,0.203693227
491,,0.041072353,0.252379014
492,,0.044904906,0.26411216
493,,0.054419222,0.243753119
494,,0.068121354,0.20768463
495,,0.091052532,0.200280763
496,,0.127734633,0.156317518
497,,0.216622288,0.026894835
498,,0.310517738,0
499,,0.371376093,0
500,,0.406699003,0
501,,0.42478591,0
502,,0.419035831,0
503,,0.406847561,0
504,,0.394353236,0
505,,0.376997351,0
506,,0.361036446,0
507,,0.344717254,0
508,,0.327924201,0
509,,0.30818734,0
510,,0.288568221,0
511,,0.268952884,0
512,,0.251557047,0.078564528
513,,0.189911101,0.490718566
514,,0.113111089,0.668707678
515,,0.072426246,0.568370833
516,,0.062556169,0.490152905
517,,0.063684945,0.464705737
518,,0.073055817,0.485309842
519,,0.094176584,0.457189468
520,,0.164188275,0.233243015
521,,0.299404746,0.028536398
522,,0.403371471,0
523,,0.463913762,0
524,,0.499642568,0
525,,0.53399662,0
526,,0.578604154,0
527,,0.609714127,0
528,,0.625798537,0
529,,0.643546531,0
530,,0.65262534,0
531,,0.659083557,0
532,,0.665324422,0
533,,0.673178108,0
534,,0.681902253,0
535,,0.69621679,0
536,,0.704153874,0.047514692
537,,0.692209431,0.21189157
538,,0.659668852,0.18341126
539,,0.623794791,0.177975953
540,,0.631054054,0.197303644
541,,0.655546177,0.195265203
542,,0.689608445,0.167506089
543,,0.73137678,0.126879873
544,,0.772918337,0.064535468
545,,0.803426573,0.006917209
546,,0.817470052,0
547,,0.836627793,0
548,,0.85353718,0
549,,0.865244677,0
550,,0.871893687,0
551,,0.866111814,0
552,,0.852670811,0
553,,0.837056309,0
554,,0.829360684,0
555,,0.811141513,0
556,,0.774751936,0
557,,0.758349562,0
558,,0.756657178,0
559,,0.745328313,0
560,,0.722905023,0.05497021
561,,0.697011078,0.349546532
562,,0.675321256,0.397401674
563,,0.620195662,0.324775974
564,,0.562604683,0.318412998
565,,0.512982059,0.318251437
566,,0.49203188,0.345450329
567,,0.513024348,0.380191337
568,,0.599368628,0.258978048
569,,0.701052686,0.038474627
570,,0.759738188,0
571,,0.783622775,0
572,,0.812625734,0
573,,0.833335048,0
574,,0.839841289,0
575,,0.859788605,0
576,,0.868648847,0
577,,0.867703119,0
578,,0.870553935,0
579,,0.874795622,0
580,,0.874738708,0
581,,0.873381682,0
582,,0.86952151,0
583,,0.868063859,0
584,,0.853923076,0.044364788
585,,0.802631206,0.199605492
586,,0.744306099,0.249661981
587,,0.725460568,0.274919198
588,,0.701578788,0.292069219
589,,0.67329459,0.3169595
590,,0.637874991,0.37051199
591,,0.601319362,0.418345659
592,,0.600927292,0.275830187
593,,0.674209678,0.040246458
594,,0.709946503,0
595,,0.701722978,0
596,,0.671842547,0
597,,0.639749441,0
598,,0.60377561,0
599,,0.568608627,0
600,,0.528833373,0
601,,0.490196109,0
602,,0.468344374,0
603,,0.449634645,0
604,,0.431834745,0
605,,0.413449842,0
606,,0.39421399,0
607,,0.373746037,0
608,,0.342400075,0.08744022
609,,0.267606481,0.456525234
610,,0.178226249,0.610759984
611,,0.121290246,0.55115554
612,,0.086460022,0.479824457
613,,0.063480787,0.467125259
614,,0.043331269,0.486709673
615,,0.04287862,0.45195556
616,,0.072934077,0.237108805
617,,0.135879219,0.02691479
618,,0.200512326,0
619,,0.26114963,0
620,,0.3217186,0
621,,0.381754021,0
622,,0.42815485,0
623,,0.477125114,0
624,,0.521615723,0
625,,0.562613727,0
626,,0.593592894,0
627,,0.627188151,0
628,,0.658635339,0
629,,0.688038398,0
630,,0.71042104,0
631,,0.716823935,0
632,,0.741094462,0.00914066
633,,0.768340625,0.043776844
634,,0.780954096,0.064008181
635,,0.775836381,0.093821049
636,,0.758815681,0.116511208
637,,0.739366939,0.12029353
638,,0.731539106,0.105204763
639,,0.728772652,0.077374686
640,,0.729050224,0.056610369
641,,0.697238375,0.015713899
642,,0.650658371,0
643,,0.605555859,0
644,,0.631324532,0
645,,0.710304254,0
646,,0.748162872,0
647,,0.758322927,0
648,,0.766760162,0
649,,0.800082483,0
650,,0.822838598,0
651,,0.843922032,0
652,,0.845861548,0
653,,0.831136996,0
654,,0.823609824,0
655,,0.794120059,0
656,,0.730791879,0.084502365
657,,0.605009591,0.371519409
658,,0.42456337,0.465208414
659,,0.270099115,0.444009809
660,,0.170466716,0.422481596
661,,0.110353273,0.445142539
662,,0.085718726,0.4846884
663,,0.119145779,0.478209303
664,,0.245401771,0.294009266
665,,0.437361171,0.046785766
666,,0.569051048,0
667,,0.668910938,0
668,,0.739148155,0
669,,0.781139987,0
670,,0.820631376,0
671,,0.844262657,0
672,,0.861970483,0
673,,0.878001866,0
674,,0.885340912,0
675,,0.885474504,0
676,,0.903929468,0
677,,0.926447535,0
678,,0.936575773,0
679,,0.930092647,0
680,,0.922134044,0.088957768
681,,0.87049299,0.420830963
682,,0.833915865,0.574464377
683,,0.819760318,0.521528573
684,,0.811842599,0.449197415
685,,0.797444781,0.432442162
686,,0.771644264,0.449357865
687,,0.727419083,0.490845441
688,,0.717713953,0.355587341
689,,0.802399082,0.061470359
690,,0.857736364,0
691,,0.881614926,0
692,,0.859842552,0
693,,0.844856956,0
694,,0.826861243,0
695,,0.779446466,0
696,,0.747424793,0
697,,0.699768738,0
698,,0.685131544,0
699,,0.683725294,0
700,,0.668518311,0
701,,0.67049959,0
702,,0.706832029,0
703,,0.742522598,0
704,,0.763177192,0.070756587
705,,0.731575084,0.352999921
706,,0.713342613,0.518267323
707,,0.734872402,0.520580775
708,,0.748577793,0.492836036
709,,0.745890937,0.505112318
710,,0.730909214,0.570778693
711,,0.684964917,0.624853812
712,,0.630358846,0.446815575
713,,0.643098218,0.087295072
714,,0.659903439,0
715,,0.633047801,0
716,,0.583403373,0
717,,0.509258657,0
718,,0.439773616,0
719,,0.372658282,0
720,,0.325257353,0
721,,0.294170387,0
722,,0.268092116,0
723,,0.250329322,0
724,,0.242206213,0
725,,0.249128385,0
726,,0.263513149,0
727,,0.27580273,0
728,,0.282352269,0.045739849
729,,0.270865607,0.20759727
730,,0.23452846,0.318775797
731,,0.205963703,0.377176797
732,,0.18877602,0.388770769
733,,0.189577132,0.397549377
734,,0.209718966,0.402487708
735,,0.24429384,0.369885403
736,,0.312626048,0.214390889
737,,0.393469348,0.037152369
738,,0.435034757,0
739,,0.459820986,0
740,,0.469260262,0
741,,0.481865898,0
742,,0.4973409,0
743,,0.516113785,0
744,,0.530040292,0
745,,0.538371818,0
746,,0.546930869,0
747,,0.566264207,0
748,,0.582842102,0
749,,0.596353147,0
750,,0.616470543,0
751,,0.640073688,0
752,,0.6496946,0.017809861
753,,0.6268748,0.097008163
754,,0.585064356,0.157228805
755,,0.53541501,0.179756511
756,,0.515199522,0.190112869
757,,0.51966112,0.211021305
758,,0.52866782,0.257650999
759,,0.56072644,0.308697439
760,,0.574684158,0.252005158
761,,0.604646466,0.05757524
762,,0.639791997,0
763,,0.650475154,0
764,,0.662968887,0
765,,0.662805768,0
766,,0.640670289,0
767,,0.617786434,0
768,,0.59003929,0
769,,0.575304016,0
770,,0.538433387,0
771,,0.505744956,0
772,,0.453400951,0
773,,0.394475254,0
774,,0.355742412,0
775,,0.333905566,0.0000137
776,,0.311722503,0.040167616
777,,0.189466138,0.183103664
778,,0.142179827,0.319193153
779,,0.117916566,0.345323968
780,,0.117340714,0.330485679
781,,0.136567815,0.326342824
782,,0.147979876,0.310705891
783,,0.167872246,0.272429486
784,,0.207551044,0.161130512
785,,0.292386399,0.026703707
786,,0.372990262,0
787,,0.405543747,0
788,,0.404972617,0
789,,0.408190218,0
790,,0.413194334,0
791,,0.431937618,0
792,,0.468269486,0
793,,0.497165301,0
794,,0.522988326,0
795,,0.529077122,0
796,,0.531289234,0
797,,0.557011427,0
798,,0.554112315,0
799,,0.548185116,0.0000758
800,,0.519995662,0.124014985
801,,0.449147759,0.500414998
802,,0.426036621,0.632596702
803,,0.428871321,0.589339624
804,,0.433039381,0.543781003
805,,0.447010852,0.541648913
806,,0.46508269,0.595755815
807,,0.465149497,0.635886744
808,,0.445133061,0.469687142
809,,0.503983764,0.104177458
810,,0.590148893,0.0000311
811,,0.623070627,0
812,,0.62461365,0
813,,0.620013186,0
814,,0.608081898,0
815,,0.584311138,0
816,,0.562022966,0
817,,0.541768936,0
818,,0.552597072,0
819,,0.553916105,0
820,,0.562777866,0
821,,0.587162904,0
822,,0.609970765,0
823,,0.634287061,0.000157
824,,0.624552015,0.107702263
825,,0.487933708,0.431506218
826,,0.46777633,0.566291626
827,,0.496288491,0.527632616
828,,0.515510845,0.495236885
829,,0.526936891,0.50037416
830,,0.531188927,0.54447039
831,,0.523235211,0.595830285
832,,0.481981327,0.481443511
833,,0.516213939,0.119713174
834,,0.598927677,0.0000594
835,,0.637332448,0
836,,0.628658611,0
837,,0.602046512,0
838,,0.559243985,0
839,,0.523404918,0
840,,0.484954753,0
841,,0.436603783,0
842,,0.40931625,0
843,,0.39585037,0
844,,0.38169484,0
845,,0.37249354,0
846,,0.368487503,0
847,,0.36610975,0.000342791
848,,0.337838032,0.184085928
849,,0.237571911,0.66221853
850,,0.203061341,0.780973246
851,,0.216170937,0.694268951
852,,0.240675368,0.618457842
853,,0.26472415,0.622465289
854,,0.285990681,0.694209222
855,,0.302518095,0.757315228
856,,0.316276512,0.589232596
857,,0.409975098,0.14016351
858,,0.523312464,0.000246467
859,,0.600324005,0
860,,0.659922964,0
861,,0.700309622,0
862,,0.730526389,0
863,,0.768873709,0
864,,0.778945322,0
865,,0.794217934,0
866,,0.814435919,0
867,,0.826560479,0
868,,0.840471182,0
869,,0.848178453,0
870,,0.85218311,0
871,,0.861535055,0.000130659
872,,0.8545713,0.116054936
873,,0.817288657,0.385028843
874,,0.781063072,0.461799983
875,,0.784805936,0.4632159
876,,0.787251326,0.458532364
877,,0.792209177,0.467086156
878,,0.803487417,0.506718837
879,,0.790840486,0.549868607
880,,0.797195832,0.468011337
881,,0.852555463,0.130714061
882,,0.884584829,0.00041885
883,,0.891524888,0
884,,0.881603173,0
885,,0.854936965,0
886,,0.836508613,0
887,,0.81069949,0
888,,0.773064195,0
889,,0.750130924,0
890,,0.707235251,0
891,,0.670362601,0
892,,0.660213021,0
893,,0.650515246,0
894,,0.635842226,0
895,,0.63889655,0.000504098
896,,0.618732728,0.099379721
897,,0.489157117,0.279608162
898,,0.441967363,0.368719344
899,,0.45048619,0.417282658
900,,0.478336965,0.437918746
901,,0.510096226,0.489010271
902,,0.538633496,0.572889165
903,,0.556042494,0.634868969
904,,0.557006174,0.496969409
905,,0.601443402,0.126501752
906,,0.676345245,0.000382112
907,,0.697890567,0
908,,0.689277209,0
909,,0.660837084,0
910,,0.620341562,0
911,,0.577468619,0
912,,0.528701468,0
913,,0.50111864,0
914,,0.4736287,0
915,,0.43317298,0
916,,0.424272987,0
917,,0.438399476,0
918,,0.44458115,0
919,,0.451707499,0.001452917
920,,0.440434925,0.200079796
921,,0.370648474,0.651101063
922,,0.311751594,0.74822013
923,,0.290169735,0.675685083
924,,0.285504536,0.616821134
925,,0.29630291,0.61277817
926,,0.316455845,0.648374548
927,,0.328117524,0.65896699
928,,0.356341935,0.476333433
929,,0.470200676,0.11098876
930,,0.560463736,0.000144117
931,,0.593732373,0
932,,0.586803567,0
933,,0.58407097,0
934,,0.572210894,0
935,,0.556498695,0
936,,0.551550217,0
937,,0.548185989,0
938,,0.553980845,0
939,,0.56085308,0
940,,0.571208972,0
941,,0.582358135,0
942,,0.599278331,0
943,,0.619172083,0.001399795
944,,0.604193638,0.183539988
945,,0.505218141,0.61234099
946,,0.435045003,0.701052494
947,,0.424091156,0.650586954
948,,0.433468391,0.601589045
949,,0.441658424,0.616056901
950,,0.442641443,0.689437198
951,,0.430162033,0.756640799
952,,0.419955733,0.631845047
953,,0.527769276,0.177758964
954,,0.626826724,0.001685588
955,,0.670701959,0
956,,0.672792328,0
957,,0.646216876,0
958,,0.616341704,0
959,,0.589069714,0
960,,0.562243871,0
961,,0.532535239,0
962,,0.531327495,0
963,,0.532119672,0
964,,0.51301939,0
965,,0.481520923,0
966,,0.439475315,0
967,,0.415447058,0.002379532
968,,0.377297789,0.211552799
969,,0.290923537,0.675003685
970,,0.210182982,0.755436586
971,,0.209971026,0.684593827
972,,0.247439903,0.6177605
973,,0.290949525,0.608778249
974,,0.321062736,0.644249379
975,,0.325432644,0.65199519
976,,0.327174317,0.438324103
977,,0.427286129,0.103001408
978,,0.516552225,0.000595185
979,,0.535555629,0
980,,0.486853762,0
981,,0.422019097,0
982,,0.355865101,0
983,,0.297792729,0
984,,0.268556924,0
985,,0.235992447,0
986,,0.197605969,0
987,,0.164252907,0
988,,0.129783016,0
989,,0.106982285,0
990,,0.091460197,0
991,,0.078969551,0.000418364
992,,0.069473488,0.063376931
993,,0.059492948,0.211827291
994,,0.058825454,0.328896733
995,,0.068846801,0.373558311
996,,0.095482553,0.375708842
997,,0.151340555,0.352120044
998,,0.237659925,0.332347934
999,,0.345464048,0.305742431
1000,,0.45858115,0.227725745
1001,,0.576360418,0.062842593
1002,,0.713369642,0.000636094
1003,,0.774176906,0
1004,,0.807768542,0
1005,,0.839255752,0
1006,,0.863863398,0
1007,,0.881966334,0
1008,,0.890886532,0
1009,,0.897771995,0
1010,,0.907168906,0
1011,,0.904031421,0
1012,,0.894204955,0
1013,,0.881965397,0
1014,,0.874183065,0
1015,,0.875825168,0.005902812
1016,,0.883082779,0.249288651
1017,,0.895999751,0.685485148
1018,,0.907563303,0.712981186
1019,,0.916622521,0.655963687
1020,,0.93066094,0.614200895
1021,,0.945792829,0.631987668
1022,,0.959334624,0.718147164
1023,,0.966040369,0.803303964
1024,,0.968077155,0.687686246
1025,,0.9420777,0.212127862
1026,,0.930913454,0.003487992
1027,,0.921074087,0
1028,,0.904059424,0
1029,,0.877669597,0
1030,,0.829464412,0
1031,,0.766841464,0
1032,,0.719530191,0
1033,,0.695955051,0
1034,,0.700887478,0
1035,,0.708220795,0
1036,,0.735498365,0
1037,,0.784892189,0
1038,,0.818414836,0
1039,,0.824772852,0.003498797
1040,,0.812052469,0.165222049
1041,,0.787426479,0.540467554
1042,,0.823807003,0.638815181
1043,,0.842543232,0.585537697
1044,,0.854634582,0.563242675
1045,,0.857501708,0.597441423
1046,,0.858005848,0.690363937
1047,,0.842260199,0.768687812
1048,,0.773708613,0.659755973
1049,,0.678234125,0.207842862
1050,,0.686301638,0.004000136
1051,,0.678870042,0
1052,,0.651736043,0
1053,,0.615774308,0
1054,,0.553946853,0
1055,,0.50698153,0
1056,,0.469930062,0
1057,,0.444811227,0
1058,,0.40588444,0
1059,,0.384507341,0
1060,,0.391427139,0
1061,,0.401920378,0
1062,,0.409776531,0
1063,,0.413828285,0.003344313
1064,,0.383770376,0.140389604
1065,,0.288502949,0.421092618
1066,,0.213800785,0.508934331
1067,,0.195468351,0.514674718
1068,,0.199661555,0.497009545
1069,,0.222939663,0.500137472
1070,,0.267932716,0.536180298
1071,,0.292858035,0.56115293
1072,,0.274112615,0.455571139
1073,,0.357172307,0.14274096
1074,,0.436052994,0.002435829
