Time_index;Nuclear;Coal;Gas;Onshore_Wind;Offshore_Wind_Fixed;Offshore_Wind_Float;Solar;NS_Fixed_Wind;NS_Floating_Wind;Storage
1967;1;1;1;0.081502755;0.471454278;0.471454278;0;0.622550044;0.622550044;1
1968;1;1;1;0.080488689;0.444088618;0.444088618;0;0.633811501;0.633811501;1
1969;1;1;1;0.085545993;0.419642289;0.419642289;0;0.638699793;0.638699793;1
1970;1;1;1;0.083730665;0.387242583;0.387242583;0;0.637404189;0.637404189;1
1971;1;1;1;0.087065502;0.360382281;0.360382281;0;0.623705543;0.623705543;1
1972;1;1;1;0.095054589;0.319837519;0.319837519;0;0.605295288;0.605295288;1
1973;1;1;1;0.100513545;0.268953062;0.268953062;0;0.589281463;0.589281463;1
1974;1;1;1;0.107172258;0.246683017;0.246683017;0;0.55689613;0.55689613;1
1975;1;1;1;0.108143232;0.233340778;0.233340778;0.009711609;0.516958527;0.516958527;1
1976;1;1;1;0.087476506;0.224739626;0.224739626;0.096003252;0.482722471;0.482722471;1
1977;1;1;1;0.059778332;0.221503619;0.221503619;0.236991995;0.459539036;0.459539036;1
1978;1;1;1;0.068908835;0.202172077;0.202172077;0.371729291;0.431217235;0.431217235;1
1979;1;1;1;0.072874539;0.114467837;0.114467837;0.547335589;0.372816608;0.372816608;1
1980;1;1;1;0.072536138;0.078716122;0.078716122;0.632543556;0.368399521;0.368399521;1
1981;1;1;1;0.06251455;0.055565398;0.055565398;0.61401927;0.372492232;0.372492232;1
1982;1;1;1;0.051933652;0.039163634;0.039163634;0.506312512;0.37872433;0.37872433;1
1983;1;1;1;0.046310742;0.028148058;0.028148058;0.440334553;0.385695422;0.385695422;1
1984;1;1;1;0.045274118;0.030307669;0.030307669;0.328562314;0.38320173;0.38320173;1
1985;1;1;1;0.047406425;0.044461522;0.044461522;0.217625873;0.375026624;0.375026624;1
1986;1;1;1;0.064137707;0.0694971;0.0694971;0.090076536;0.374044504;0.374044504;1
1987;1;1;1;0.102781113;0.109913323;0.109913323;0.007372983;0.381551692;0.381551692;1
1988;1;1;1;0.129138535;0.160345866;0.160345866;2.56E-07;0.38649328;0.38649328;1
1989;1;1;1;0.129433113;0.185238296;0.185238296;0;0.405659511;0.405659511;1
1990;1;1;1;0.116157694;0.185448215;0.185448215;0;0.414911865;0.414911865;1
1991;1;1;1;0.080740862;0.155547948;0.155547948;0;0.346092463;0.346092463;1
1992;1;1;1;0.068799151;0.138823218;0.138823218;0;0.336946427;0.336946427;1
1993;1;1;1;0.063210328;0.119175386;0.119175386;0;0.33027405;0.33027405;1
1994;1;1;1;0.052570807;0.098918857;0.098918857;0;0.335007652;0.335007652;1
1995;1;1;1;0.040758589;0.088919983;0.088919983;0;0.341657349;0.341657349;1
1996;1;1;1;0.035952404;0.094269537;0.094269537;0;0.329812151;0.329812151;1
1997;1;1;1;0.03425921;0.102296574;0.102296574;0;0.310297166;0.310297166;1
1998;1;1;1;0.036079924;0.105255798;0.105255798;2.67E-07;0.297117413;0.297117413;1
1999;1;1;1;0.035604048;0.096842676;0.096842676;0.015344491;0.281237221;0.281237221;1
2000;1;1;1;0.026837703;0.096748683;0.096748683;0.140036052;0.264536892;0.264536892;1
2001;1;1;1;0.013489501;0.090538293;0.090538293;0.322419847;0.252726202;0.252726202;1
2002;1;1;1;0.008716422;0.083972882;0.083972882;0.494438368;0.246741747;0.246741747;1
2003;1;1;1;0.009821648;0.089798157;0.089798157;0.664539361;0.23353513;0.23353513;1
2004;1;1;1;0.010972627;0.091558277;0.091558277;0.766074835;0.232901058;0.232901058;1
2005;1;1;1;0.012440134;0.095257807;0.095257807;0.78490316;0.220540884;0.220540884;1
2006;1;1;1;0.015910908;0.091289354;0.091289354;0.652263884;0.204962585;0.204962585;1
2007;1;1;1;0.02270658;0.087606339;0.087606339;0.487843932;0.202561043;0.202561043;1
2008;1;1;1;0.029488468;0.088668511;0.088668511;0.326445919;0.21449922;0.21449922;1
2009;1;1;1;0.037189368;0.105239044;0.105239044;0.188679381;0.224455851;0.224455851;1
2010;1;1;1;0.052005764;0.143075923;0.143075923;0.076160617;0.237145383;0.237145383;1
2011;1;1;1;0.069586906;0.177544398;0.177544398;0.007400185;0.244265504;0.244265504;1
2012;1;1;1;0.076801661;0.187062267;0.187062267;6.89E-07;0.258618562;0.258618562;1
2013;1;1;1;0.073516341;0.176316293;0.176316293;0;0.27806793;0.27806793;1
2014;1;1;1;0.06596762;0.161162231;0.161162231;0;0.301953588;0.301953588;1
2015;1;1;1;0.063177713;0.142475163;0.142475163;0;0.298780194;0.298780194;1
2016;1;1;1;0.05867484;0.137748557;0.137748557;0;0.322688174;0.322688174;1
2017;1;1;1;0.055701728;0.151083209;0.151083209;0;0.343820643;0.343820643;1
2018;1;1;1;0.057642463;0.16184074;0.16184074;0;0.34948416;0.34948416;1
2019;1;1;1;0.060072704;0.174110909;0.174110909;0;0.344854531;0.344854531;1
2020;1;1;1;0.064423944;0.177164698;0.177164698;0;0.34444364;0.34444364;1
2021;1;1;1;0.066188969;0.160818622;0.160818622;0;0.328407468;0.328407468;1
2022;1;1;1;0.06611082;0.131815231;0.131815231;1.40E-06;0.304221406;0.304221406;1
2023;1;1;1;0.063858901;0.101788143;0.101788143;0.010914668;0.271630915;0.271630915;1
2024;1;1;1;0.054704051;0.084236736;0.084236736;0.079797614;0.250444278;0.250444278;1
2025;1;1;1;0.03871278;0.079553339;0.079553339;0.183828696;0.24346579;0.24346579;1
2026;1;1;1;0.037890076;0.075244028;0.075244028;0.286314733;0.233009829;0.233009829;1
2027;1;1;1;0.046087136;0.085233412;0.085233412;0.429290051;0.195920598;0.195920598;1
2028;1;1;1;0.057943209;0.095389375;0.095389375;0.523970284;0.170821358;0.170821358;1
2029;1;1;1;0.065765979;0.102929444;0.102929444;0.534454801;0.16158376;0.16158376;1
2030;1;1;1;0.076082019;0.119936428;0.119936428;0.490179961;0.172662353;0.172662353;1
2031;1;1;1;0.085549834;0.119769296;0.119769296;0.434362178;0.195713089;0.195713089;1
2032;1;1;1;0.088536544;0.119115088;0.119115088;0.332335465;0.210660082;0.210660082;1
2033;1;1;1;0.084593565;0.102542768;0.102542768;0.224713668;0.21594497;0.21594497;1
2034;1;1;1;0.073660843;0.070713759;0.070713759;0.106485754;0.222480332;0.222480332;1
2035;1;1;1;0.072249829;0.056235123;0.056235123;0.010951612;0.227646273;0.227646273;1
2036;1;1;1;0.065288567;0.048491734;0.048491734;2.35E-06;0.22445861;0.22445861;1
2037;1;1;1;0.056161599;0.049993505;0.049993505;0;0.213942848;0.213942848;1
2038;1;1;1;0.046365162;0.051294671;0.051294671;0;0.197976016;0.197976016;1
2039;1;1;1;0.045247073;0.055542035;0.055542035;0;0.218633475;0.218633475;1
2040;1;1;1;0.0436913;0.064684539;0.064684539;0;0.20800693;0.20800693;1
2041;1;1;1;0.043944754;0.07025388;0.07025388;0;0.197597502;0.197597502;1
2042;1;1;1;0.044626352;0.075786496;0.075786496;0;0.192248922;0.192248922;1
2043;1;1;1;0.047942582;0.093995261;0.093995261;0;0.18463041;0.18463041;1
2044;1;1;1;0.049227092;0.118005724;0.118005724;0;0.183445901;0.183445901;1
2045;1;1;1;0.046386559;0.142284648;0.142284648;0;0.190102734;0.190102734;1
2046;1;1;1;0.046482867;0.175393188;0.175393188;3.99E-06;0.199450795;0.199450795;1
2047;1;1;1;0.048599811;0.210220599;0.210220599;0.016797692;0.21140086;0.21140086;1
2048;1;1;1;0.047746617;0.253743484;0.253743484;0.125832599;0.217573187;0.217573187;1
2049;1;1;1;0.043117237;0.275118005;0.275118005;0.295217921;0.219603082;0.219603082;1
2050;1;1;1;0.046254092;0.290476954;0.290476954;0.457569319;0.224752021;0.224752021;1
2051;1;1;1;0.053539032;0.318468396;0.318468396;0.598281124;0.23002196;0.23002196;1
2052;1;1;1;0.080314117;0.346761475;0.346761475;0.645489827;0.242258358;0.242258358;1
2053;1;1;1;0.105483397;0.347967716;0.347967716;0.637310615;0.258604185;0.258604185;1
2054;1;1;1;0.116975925;0.330898457;0.330898457;0.571183043;0.285849476;0.285849476;1
2055;1;1;1;0.116107247;0.316253817;0.316253817;0.436146695;0.326290489;0.326290489;1
2056;1;1;1;0.106122703;0.304645195;0.304645195;0.298301946;0.363192727;0.363192727;1
2057;1;1;1;0.11059684;0.295148917;0.295148917;0.168032824;0.412598623;0.412598623;1
2058;1;1;1;0.124934325;0.288071289;0.288071289;0.070650935;0.482025374;0.482025374;1
2059;1;1;1;0.164203749;0.319794786;0.319794786;0.007804548;0.543495691;0.543495691;1
2060;1;1;1;0.202558252;0.366711956;0.366711956;2.60E-06;0.588957226;0.588957226;1
2061;1;1;1;0.228671992;0.394285854;0.394285854;0;0.623044666;0.623044666;1
2062;1;1;1;0.245253217;0.416218476;0.416218476;0;0.650499999;0.650499999;1
2063;1;1;1;0.249907126;0.450030059;0.450030059;0;0.65251476;0.65251476;1
2064;1;1;1;0.259453008;0.49543189;0.49543189;0;0.680315775;0.680315775;1
2065;1;1;1;0.257299937;0.538338467;0.538338467;0;0.702031229;0.702031229;1
2066;1;1;1;0.255924962;0.557936203;0.557936203;0;0.717134226;0.717134226;1
2067;1;1;1;0.255252908;0.623232053;0.623232053;0;0.719835903;0.719835903;1
2068;1;1;1;0.25431497;0.636296233;0.636296233;0;0.721845383;0.721845383;1
2069;1;1;1;0.26270752;0.660786977;0.660786977;0;0.726309063;0.726309063;1
2070;1;1;1;0.272125883;0.6210314;0.6210314;1.63E-05;0.730453471;0.730453471;1
2071;1;1;1;0.282521409;0.559683098;0.559683098;0.00935363;0.732401048;0.732401048;1
2072;1;1;1;0.283015936;0.520370958;0.520370958;0.039479588;0.736091908;0.736091908;1
2073;1;1;1;0.27894642;0.505109193;0.505109193;0.08401156;0.739182764;0.739182764;1
2074;1;1;1;0.302694773;0.492131424;0.492131424;0.128661648;0.742618289;0.742618289;1
2075;1;1;1;0.284867083;0.496118924;0.496118924;0.186985562;0.737132232;0.737132232;1
2076;1;1;1;0.314162879;0.499030492;0.499030492;0.225434712;0.741672681;0.741672681;1
2077;1;1;1;0.332451302;0.486160614;0.486160614;0.228989809;0.746046359;0.746046359;1
2078;1;1;1;0.330914594;0.479420916;0.479420916;0.187766869;0.751044943;0.751044943;1
2079;1;1;1;0.336959519;0.50283346;0.50283346;0.150851269;0.75803986;0.75803986;1
2080;1;1;1;0.335331053;0.56271698;0.56271698;0.101737717;0.762916325;0.762916325;1
2081;1;1;1;0.350087077;0.661318751;0.661318751;0.05818071;0.768294103;0.768294103;1
2082;1;1;1;0.392833625;0.725488328;0.725488328;0.025228244;0.770314591;0.770314591;1
2083;1;1;1;0.446852104;0.738015711;0.738015711;0.003849244;0.770940268;0.770940268;1
2084;1;1;1;0.490568855;0.733756524;0.733756524;4.27E-06;0.766864924;0.766864924;1
2085;1;1;1;0.524852043;0.712823288;0.712823288;0;0.765677836;0.765677836;1
2086;1;1;1;0.53968778;0.693621927;0.693621927;0;0.764669335;0.764669335;1
2087;1;1;1;0.475002124;0.682356226;0.682356226;0;0.76240151;0.76240151;1
2088;1;1;1;0.508731476;0.655769548;0.655769548;0;0.763638968;0.763638968;1
2089;1;1;1;0.531074333;0.611252527;0.611252527;0;0.766286795;0.766286795;1
2090;1;1;1;0.547952686;0.568347543;0.568347543;0;0.763947402;0.763947402;1
2091;1;1;1;0.527919382;0.531890648;0.531890648;0;0.758831242;0.758831242;1
2092;1;1;1;0.50247178;0.533071693;0.533071693;0;0.750465092;0.750465092;1
2093;1;1;1;0.465050336;0.501039736;0.501039736;0;0.74430626;0.74430626;1
2094;1;1;1;0.429882452;0.451652057;0.451652057;1.50E-05;0.741214249;0.741214249;1
2095;1;1;1;0.397664459;0.388393031;0.388393031;0.012939573;0.731705633;0.731705633;1
2096;1;1;1;0.414684896;0.332598625;0.332598625;0.07904792;0.723677002;0.723677002;1
2097;1;1;1;0.429932167;0.298042153;0.298042153;0.224111853;0.713195712;0.713195712;1
2098;1;1;1;0.40209899;0.280620347;0.280620347;0.369308335;0.710832454;0.710832454;1
2099;1;1;1;0.255687928;0.274581484;0.274581484;0.468202648;0.685607355;0.685607355;1
2100;1;1;1;0.253404941;0.272654098;0.272654098;0.552496617;0.678609269;0.678609269;1
2101;1;1;1;0.247079305;0.25165424;0.25165424;0.563134743;0.655182156;0.655182156;1
2102;1;1;1;0.233908055;0.224757506;0.224757506;0.570571026;0.620622099;0.620622099;1
2103;1;1;1;0.218882591;0.187960711;0.187960711;0.514698539;0.580576003;0.580576003;1
2104;1;1;1;0.185187342;0.154546206;0.154546206;0.404957225;0.54026903;0.54026903;1
2105;1;1;1;0.149355991;0.140667627;0.140667627;0.257441108;0.503046753;0.503046753;1
2106;1;1;1;0.116867505;0.166037185;0.166037185;0.11321163;0.508454505;0.508454505;1
2107;1;1;1;0.112293184;0.211927828;0.211927828;0.013944409;0.498736899;0.498736899;1
2108;1;1;1;0.125838032;0.283464734;0.283464734;7.90E-06;0.482053305;0.482053305;1
2109;1;1;1;0.142647628;0.40874555;0.40874555;0;0.449769289;0.449769289;1
2110;1;1;1;0.151594372;0.510389948;0.510389948;0;0.41812144;0.41812144;1
2111;1;1;1;0.149324082;0.497948593;0.497948593;0;0.402958684;0.402958684;1
2112;1;1;1;0.145384708;0.531147082;0.531147082;0;0.359942943;0.359942943;1
2113;1;1;1;0.145142488;0.555714263;0.555714263;0;0.305071638;0.305071638;1
2114;1;1;1;0.146169875;0.558877802;0.558877802;0;0.253089196;0.253089196;1
2115;1;1;1;0.138966093;0.543454939;0.543454939;0;0.229952635;0.229952635;1
2116;1;1;1;0.132304384;0.506657931;0.506657931;0;0.228097408;0.228097408;1
2117;1;1;1;0.136496512;0.476788985;0.476788985;0;0.232392555;0.232392555;1
2118;1;1;1;0.146269225;0.484448946;0.484448946;9.02E-05;0.223286923;0.223286923;1
2119;1;1;1;0.155104603;0.517402562;0.517402562;0.026812523;0.217760981;0.217760981;1
2120;1;1;1;0.135674835;0.498614839;0.498614839;0.133939072;0.217372329;0.217372329;1
2121;1;1;1;0.106598501;0.45980796;0.45980796;0.279221118;0.21627758;0.21627758;1
2122;1;1;1;0.113878945;0.44555386;0.44555386;0.440484838;0.206628879;0.206628879;1
2123;1;1;1;0.110398378;0.426070227;0.426070227;0.605414806;0.186955865;0.186955865;1
2124;1;1;1;0.147445249;0.446210578;0.446210578;0.735195415;0.1728299;0.1728299;1
2125;1;1;1;0.191278844;0.4928884;0.4928884;0.741542535;0.178498662;0.178498662;1
2126;1;1;1;0.226631917;0.534296987;0.534296987;0.67180701;0.186346385;0.186346385;1
2127;1;1;1;0.262369223;0.580730505;0.580730505;0.554505384;0.206747664;0.206747664;1
2128;1;1;1;0.277857785;0.652475327;0.652475327;0.396081131;0.253200947;0.253200947;1
2129;1;1;1;0.284607964;0.709450781;0.709450781;0.242148912;0.308382054;0.308382054;1
2130;1;1;1;0.348307983;0.761215779;0.761215779;0.110017291;0.348797727;0.348797727;1
2131;1;1;1;0.413922346;0.796083743;0.796083743;0.013250268;0.374454473;0.374454473;1
2132;1;1;1;0.457906613;0.823437765;0.823437765;1.28E-05;0.403747233;0.403747233;1
2133;1;1;1;0.459266106;0.837638784;0.837638784;0;0.429485508;0.429485508;1
2134;1;1;1;0.443211829;0.832495358;0.832495358;0;0.443449806;0.443449806;1
2135;1;1;1;0.3846369;0.789175708;0.789175708;0;0.443769044;0.443769044;1
2136;1;1;1;0.370602916;0.777776243;0.777776243;0;0.444651556;0.444651556;1
2137;1;1;1;0.351370387;0.768801137;0.768801137;0;0.430764973;0.430764973;1
2138;1;1;1;0.325910965;0.74990067;0.74990067;0;0.432534759;0.432534759;1
2139;1;1;1;0.300009964;0.725261053;0.725261053;0;0.458135526;0.458135526;1
2140;1;1;1;0.282270677;0.696029236;0.696029236;0;0.502867356;0.502867356;1
2141;1;1;1;0.262887651;0.65866;0.65866;0;0.540907693;0.540907693;1
2142;1;1;1;0.240900647;0.634097273;0.634097273;0.00010626;0.556702986;0.556702986;1
2143;1;1;1;0.218610574;0.611709559;0.611709559;0.016590881;0.566541219;0.566541219;1
2144;1;1;1;0.193675499;0.58012692;0.58012692;0.073304169;0.57771102;0.57771102;1
2145;1;1;1;0.161411215;0.536387714;0.536387714;0.155236523;0.575901021;0.575901021;1
2146;1;1;1;0.15343578;0.494074457;0.494074457;0.241651712;0.568919863;0.568919863;1
2147;1;1;1;0.114478673;0.407578731;0.407578731;0.324613761;0.528430344;0.528430344;1
2148;1;1;1;0.127515013;0.386305552;0.386305552;0.369904186;0.511198133;0.511198133;1
2149;1;1;1;0.133859465;0.381577414;0.381577414;0.361511783;0.499156356;0.499156356;1
2150;1;1;1;0.13261475;0.393915945;0.393915945;0.367027552;0.478737179;0.478737179;1
2151;1;1;1;0.128323344;0.397513225;0.397513225;0.312338392;0.468221014;0.468221014;1
2152;1;1;1;0.140958474;0.395248782;0.395248782;0.247779106;0.469869024;0.469869024;1
2153;1;1;1;0.158073678;0.426802894;0.426802894;0.166766067;0.473290734;0.473290734;1
2154;1;1;1;0.173883444;0.485999263;0.485999263;0.077381018;0.471597828;0.471597828;1
2155;1;1;1;0.187580347;0.523723763;0.523723763;0.012371001;0.468198546;0.468198546;1
2156;1;1;1;0.191800914;0.532305859;0.532305859;2.87E-05;0.440946845;0.440946845;1
2157;1;1;1;0.189076801;0.516673482;0.516673482;0;0.403755589;0.403755589;1
2158;1;1;1;0.1864467;0.48391911;0.48391911;0;0.37176512;0.37176512;1
2159;1;1;1;0.174906145;0.424916691;0.424916691;0;0.341254747;0.341254747;1
2160;1;1;1;0.207807406;0.379305228;0.379305228;0;0.339703555;0.339703555;1
2161;1;1;1;0.247096687;0.35375734;0.35375734;0;0.355064388;0.355064388;1
2162;1;1;1;0.272818823;0.33428462;0.33428462;0;0.372235392;0.372235392;1
2163;1;1;1;0.299267633;0.324280655;0.324280655;0;0.395323775;0.395323775;1
2164;1;1;1;0.321867162;0.336756197;0.336756197;0;0.435957642;0.435957642;1
2165;1;1;1;0.343161702;0.389736405;0.389736405;0;0.48792856;0.48792856;1
2166;1;1;1;0.361703085;0.461824166;0.461824166;9.81E-05;0.515841869;0.515841869;1
2167;1;1;1;0.39093939;0.516657704;0.516657704;0.01789462;0.529992684;0.529992684;1
2168;1;1;1;0.431288803;0.523086214;0.523086214;0.08734623;0.535141508;0.535141508;1
2169;1;1;1;0.433285804;0.487213375;0.487213375;0.156190278;0.524263757;0.524263757;1
2170;1;1;1;0.406634517;0.415917576;0.415917576;0.232531536;0.510581637;0.510581637;1
2171;1;1;1;0.377866066;0.369284109;0.369284109;0.319450272;0.496863619;0.496863619;1
2172;1;1;1;0.399957109;0.33310814;0.33310814;0.393069579;0.534585842;0.534585842;1
2173;1;1;1;0.418782877;0.334546563;0.334546563;0.459972989;0.576576655;0.576576655;1
2174;1;1;1;0.447993122;0.37068286;0.37068286;0.440495471;0.589742381;0.589742381;1
2175;1;1;1;0.465043999;0.399520603;0.399520603;0.392623649;0.558471297;0.558471297;1
2176;1;1;1;0.474085346;0.394406061;0.394406061;0.30764657;0.541648512;0.541648512;1
2177;1;1;1;0.441796974;0.361856208;0.361856208;0.206839551;0.514460855;0.514460855;1
2178;1;1;1;0.414733362;0.325565031;0.325565031;0.104977358;0.489381396;0.489381396;1
2179;1;1;1;0.3705846;0.290273693;0.290273693;0.014856263;0.458466152;0.458466152;1
2180;1;1;1;0.340703162;0.268110509;0.268110509;3.79E-05;0.417905581;0.417905581;1
2181;1;1;1;0.324829821;0.253666772;0.253666772;0;0.380750268;0.380750268;1
2182;1;1;1;0.305569003;0.239392369;0.239392369;0;0.348658647;0.348658647;1
2183;1;1;1;0.262218361;0.206551824;0.206551824;0;0.326731429;0.326731429;1
2184;1;1;1;0.262766112;0.228953485;0.228953485;0;0.354626149;0.354626149;1
2185;1;1;1;0.263130935;0.25370314;0.25370314;0;0.381885203;0.381885203;1
2186;1;1;1;0.24416347;0.26656747;0.26656747;0;0.392681849;0.392681849;1
2187;1;1;1;0.221076665;0.285942373;0.285942373;0;0.411863665;0.411863665;1
2188;1;1;1;0.19738528;0.300914676;0.300914676;0;0.402461634;0.402461634;1
2189;1;1;1;0.183323126;0.320061443;0.320061443;0;0.387028515;0.387028515;1
2190;1;1;1;0.167209647;0.343215454;0.343215454;0.000360263;0.352902242;0.352902242;1
2191;1;1;1;0.152185553;0.374564111;0.374564111;0.032481981;0.321362697;0.321362697;1
2192;1;1;1;0.127520901;0.397087617;0.397087617;0.148455275;0.276272652;0.276272652;1
2193;1;1;1;0.111640246;0.420578652;0.420578652;0.298993432;0.227399111;0.227399111;1
2194;1;1;1;0.114135008;0.45392585;0.45392585;0.46785965;0.194122176;0.194122176;1
2195;1;1;1;0.082237272;0.458216992;0.458216992;0.553413565;0.17523384;0.17523384;1
2196;1;1;1;0.103648959;0.483187261;0.483187261;0.623287599;0.157525159;0.157525159;1
2197;1;1;1;0.126220654;0.512319708;0.512319708;0.58359488;0.134880995;0.134880995;1
2198;1;1;1;0.140873561;0.546787848;0.546787848;0.536098806;0.118796971;0.118796971;1
2199;1;1;1;0.142615567;0.550382095;0.550382095;0.44977621;0.092039619;0.092039619;1
2200;1;1;1;0.137530275;0.572848283;0.572848283;0.341213556;0.070134206;0.070134206;1
2201;1;1;1;0.140154407;0.604860325;0.604860325;0.220237134;0.056266358;0.056266358;1
2202;1;1;1;0.179697218;0.63770602;0.63770602;0.09598085;0.053380447;0.053380447;1
2203;1;1;1;0.247726194;0.665040535;0.665040535;0.013689613;0.05968883;0.05968883;1
2204;1;1;1;0.322968834;0.691948091;0.691948091;2.87E-05;0.082299511;0.082299511;1
2205;1;1;1;0.381256403;0.727749677;0.727749677;0;0.131730391;0.131730391;1
2206;1;1;1;0.419164137;0.752520643;0.752520643;0;0.190460317;0.190460317;1
2207;1;1;1;0.41054138;0.747479364;0.747479364;0;0.279182251;0.279182251;1
2208;1;1;1;0.419305977;0.733972366;0.733972366;0;0.32644262;0.32644262;1
2209;1;1;1;0.427030525;0.744656459;0.744656459;0;0.372536501;0.372536501;1
2210;1;1;1;0.423644933;0.754499568;0.754499568;0;0.447989145;0.447989145;1
2211;1;1;1;0.420203182;0.762512167;0.762512167;0;0.541050993;0.541050993;1
2212;1;1;1;0.411830618;0.776672364;0.776672364;0;0.609412302;0.609412302;1
2213;1;1;1;0.409920821;0.786354717;0.786354717;0;0.643449194;0.643449194;1
2214;1;1;1;0.406949036;0.801657454;0.801657454;0.000254141;0.652191635;0.652191635;1
2215;1;1;1;0.411408974;0.799786783;0.799786783;0.021745469;0.6393933;0.6393933;1
2216;1;1;1;0.387889166;0.785170226;0.785170226;0.118654237;0.620862436;0.620862436;1
2217;1;1;1;0.316033188;0.770782528;0.770782528;0.28747933;0.604707599;0.604707599;1
2218;1;1;1;0.306757169;0.759588285;0.759588285;0.472352281;0.593883203;0.593883203;1
2219;1;1;1;0.229246992;0.691576663;0.691576663;0.644398787;0.563903012;0.563903012;1
2220;1;1;1;0.244455775;0.677145762;0.677145762;0.758041326;0.548875634;0.548875634;1
2221;1;1;1;0.240825237;0.67465456;0.67465456;0.780509525;0.532926574;0.532926574;1
2222;1;1;1;0.239912283;0.645239504;0.645239504;0.747894482;0.523898859;0.523898859;1
2223;1;1;1;0.2407845;0.603966139;0.603966139;0.633763656;0.527574264;0.527574264;1
2224;1;1;1;0.224121339;0.540623476;0.540623476;0.496654746;0.537435838;0.537435838;1
2225;1;1;1;0.215037716;0.540392022;0.540392022;0.308776511;0.575509843;0.575509843;1
2226;1;1;1;0.238449711;0.562900922;0.562900922;0.130953835;0.61834911;0.61834911;1
2227;1;1;1;0.274067502;0.620670363;0.620670363;0.017820214;0.656646397;0.656646397;1
2228;1;1;1;0.310552016;0.659895574;0.659895574;5.25E-05;0.679357434;0.679357434;1
2229;1;1;1;0.344122473;0.71089347;0.71089347;0;0.702000611;0.702000611;1
2230;1;1;1;0.374039261;0.736458449;0.736458449;0;0.719398593;0.719398593;1
2231;1;1;1;0.370828041;0.718640412;0.718640412;0;0.740944859;0.740944859;1
2232;1;1;1;0.356204358;0.711629674;0.711629674;0;0.739955082;0.739955082;1
2233;1;1;1;0.362599715;0.7514559;0.7514559;0;0.721482951;0.721482951;1
2234;1;1;1;0.347237212;0.80613905;0.80613905;0;0.71264886;0.71264886;1
2235;1;1;1;0.33057976;0.818639403;0.818639403;0;0.711887417;0.711887417;1
2236;1;1;1;0.32592326;0.824706712;0.824706712;0;0.740325095;0.740325095;1
2237;1;1;1;0.307237507;0.837970363;0.837970363;0;0.774874331;0.774874331;1
2238;1;1;1;0.282957333;0.821667404;0.821667404;0.000739483;0.798121184;0.798121184;1
2239;1;1;1;0.250815159;0.821127369;0.821127369;0.038155858;0.811707883;0.811707883;1
2240;1;1;1;0.201393479;0.782387227;0.782387227;0.181400892;0.77820388;0.77820388;1
2241;1;1;1;0.147960699;0.733092635;0.733092635;0.351028923;0.725163556;0.725163556;1
2242;1;1;1;0.158037264;0.685011286;0.685011286;0.500639169;0.661146912;0.661146912;1
2243;1;1;1;0.108477786;0.548824314;0.548824314;0.614098407;0.576925614;0.576925614;1
2244;1;1;1;0.128210052;0.494003081;0.494003081;0.658955163;0.510030927;0.510030927;1
2245;1;1;1;0.178557699;0.477547899;0.477547899;0.665653707;0.429996229;0.429996229;1
2246;1;1;1;0.216508541;0.471761269;0.471761269;0.626827279;0.343881919;0.343881919;1
2247;1;1;1;0.266879095;0.456500129;0.456500129;0.523302342;0.314974457;0.314974457;1
2248;1;1;1;0.309819315;0.438494844;0.438494844;0.381000197;0.290251742;0.290251742;1
2249;1;1;1;0.351211142;0.43389163;0.43389163;0.231884914;0.274715127;0.274715127;1
2250;1;1;1;0.38524961;0.483929383;0.483929383;0.09319377;0.282482405;0.282482405;1
2251;1;1;1;0.390116278;0.586462084;0.586462084;0.016124359;0.324829268;0.324829268;1
2252;1;1;1;0.363968187;0.647726152;0.647726152;0.000109642;0.394905481;0.394905481;1
2253;1;1;1;0.363488249;0.680971347;0.680971347;0;0.482904267;0.482904267;1
2254;1;1;1;0.385370229;0.686734492;0.686734492;0;0.552222561;0.552222561;1
2255;1;1;1;0.379807187;0.682625016;0.682625016;0;0.571657189;0.571657189;1
2256;1;1;1;0.414496008;0.737059141;0.737059141;0;0.588884676;0.588884676;1
2257;1;1;1;0.453185084;0.811851563;0.811851563;0;0.608564382;0.608564382;1
2258;1;1;1;0.477042547;0.836118817;0.836118817;0;0.611380132;0.611380132;1
2259;1;1;1;0.48697012;0.840613677;0.840613677;0;0.619571421;0.619571421;1
2260;1;1;1;0.493187687;0.846132135;0.846132135;0;0.629633414;0.629633414;1
2261;1;1;1;0.506023796;0.850292072;0.850292072;0;0.631083834;0.631083834;1
2262;1;1;1;0.509566451;0.841251861;0.841251861;0.000908885;0.592079495;0.592079495;1
2263;1;1;1;0.516878837;0.835242561;0.835242561;0.034324984;0.555902348;0.555902348;1
2264;1;1;1;0.490958768;0.834815412;0.834815412;0.154649078;0.50357768;0.50357768;1
2265;1;1;1;0.612247988;0.845796569;0.845796569;0.314159619;0.474635576;0.474635576;1
2266;1;1;1;0.606238248;0.847452836;0.847452836;0.426724613;0.458798605;0.458798605;1
2267;1;1;1;0.503353194;0.836405685;0.836405685;0.529924813;0.466183494;0.466183494;1
2268;1;1;1;0.543097651;0.835451853;0.835451853;0.601469953;0.537872968;0.537872968;1
2269;1;1;1;0.588921367;0.848754885;0.848754885;0.61677434;0.637433503;0.637433503;1
2270;1;1;1;0.644314334;0.824314756;0.824314756;0.584921291;0.716605099;0.716605099;1
2271;1;1;1;0.683793614;0.770360932;0.770360932;0.46153093;0.762800463;0.762800463;1
